chainage;advance;ring;easting;northing;tunnel_elev;surface_elev;soil_base_elev;soil_depth;lon;lat;tunnel_dir
2236.01;1145;1158;117846.02;1215491.97;6.58;122.17;110.65;11.36;10.819179261977;59.934102693309;294.33
2237.81;1146;1159;117844.29;1215492.75;6.59;122.17;110.70;11.30;10.819148316604;59.934109783867;294.33
2239.61;1147;1160;117842.65;1215493.49;6.59;121.98;110.75;11.25;10.819118997865;59.934116501190;294.33
2241.41;1148;1161;117841.10;1215494.19;6.60;121.87;110.78;11.22;10.819091309335;59.934122846183;294.33
2243.21;1149;1162;117839.37;1215494.98;6.61;121.85;110.83;11.17;10.819060362174;59.934129936741;294.33
2245.01;1150;1163;117837.82;1215495.68;6.62;121.78;110.86;11.14;10.819032673645;59.934136280828;294.33
2246.81;1151;1164;117836.09;1215496.46;6.62;121.76;110.91;11.09;10.819001726484;59.934143371386;294.33
2248.61;1152;1165;117834.45;1215497.20;6.63;121.78;110.96;11.00;10.818972409532;59.934150089615;294.33
2250.41;1153;1166;117832.90;1215497.90;6.64;121.91;110.99;10.99;10.818944721003;59.934156433702;294.33
2252.21;1154;1167;117831.17;1215498.68;6.65;121.96;111.04;11.01;10.818913773842;59.934163524260;294.33
2254.01;1155;1168;117829.62;1215499.39;6.65;121.99;111.10;11.05;10.818886085312;59.934169869254;294.33
2255.81;1156;1169;117827.89;1215500.17;6.66;121.95;111.13;11.10;10.818855138151;59.934176959811;294.33
2257.61;1157;1170;117826.25;1215500.91;6.67;122.04;111.18;11.08;10.818825821200;59.934183677134;294.33
2259.41;1158;1171;117824.70;1215501.61;6.67;122.04;111.22;11.06;10.818798130882;59.934190021221;294.33
2261.21;1159;1172;117822.97;1215502.39;6.68;122.08;111.23;11.04;10.818767185509;59.934197112685;294.33
2263.01;1160;1173;117821.42;1215503.09;6.69;122.10;111.26;11.00;10.818739495192;59.934203456773;294.33
2264.81;1161;1174;117819.69;1215503.88;6.70;122.10;111.29;10.88;10.818708549819;59.934210547330;294.33
2266.61;1162;1175;117818.05;1215504.62;6.70;122.07;111.31;10.69;10.818679231080;59.934217264653;294.33
2268.41;1163;1176;117816.50;1215505.32;6.71;122.02;111.34;10.66;10.818651542550;59.934223609647;294.33
2270.21;1164;1177;117814.77;1215506.10;6.72;121.98;111.37;10.63;10.818620595389;59.934230700204;294.33
2272.01;1165;1178;117813.22;1215506.80;6.73;121.96;111.39;10.61;10.818592906859;59.934237044292;294.33
2273.81;1166;1179;117811.49;1215507.58;6.73;121.96;111.42;10.58;10.818561959699;59.934244134849;294.33
2275.61;1167;1180;117809.85;1215508.32;6.74;121.94;111.43;10.57;10.818532642747;59.934250853078;294.33
2277.41;1168;1181;117808.30;1215509.02;6.75;121.97;111.46;10.54;10.818504952430;59.934257197166;294.33
2279.21;1169;1182;117806.57;1215509.81;6.76;121.97;111.50;10.51;10.818474007057;59.934264287723;294.33
2281.01;1170;1183;117805.02;1215510.51;6.76;122.03;111.51;10.53;10.818446318527;59.934270631811;294.33
2282.81;1171;1184;117803.29;1215511.29;6.77;122.02;111.54;10.55;10.818415371366;59.934277723275;294.33
2284.61;1172;1185;117801.65;1215512.03;6.78;122.08;111.57;10.55;10.818386052627;59.934284440597;294.33
2286.41;1173;1186;117800.10;1215512.73;6.79;122.11;111.59;10.57;10.818358364097;59.934290784685;294.33
2288.21;1174;1187;117798.37;1215513.52;6.79;122.16;111.62;10.57;10.818327416937;59.934297875242;294.33
2290.01;1175;1188;117796.82;1215514.22;6.80;122.24;111.64;10.58;10.818299728407;59.934304220236;294.33
2291.81;1176;1189;117795.09;1215515.00;6.81;122.36;111.67;10.58;10.818268781246;59.934311310794;294.33
2293.61;1177;1190;117793.45;1215515.74;6.82;122.34;111.70;10.58;10.818239464295;59.934318028116;294.33
2295.41;1178;1191;117791.90;1215516.44;6.82;122.25;111.71;10.59;10.818211775765;59.934324373110;294.33
2297.21;1179;1192;117790.16;1215517.22;6.83;122.28;111.74;10.59;10.818180828604;59.934331463668;294.33
2299.01;1180;1193;117788.62;1215517.92;6.84;122.26;111.78;10.59;10.818153140074;59.934337807755;294.33
2300.81;1181;1194;117786.88;1215518.71;6.85;122.16;111.79;10.61;10.818122192914;59.934344898313;294.33
2302.61;1182;1195;117785.24;1215519.45;6.85;122.15;111.80;10.56;10.818092875962;59.934351616541;294.33
2304.41;1183;1196;117783.70;1215520.15;6.86;122.12;111.81;10.50;10.818065185645;59.934357960629;294.33
2306.21;1184;1197;117781.96;1215520.93;6.87;122.26;111.82;10.54;10.818034240271;59.934365051187;294.33
2308.01;1185;1198;117780.42;1215521.63;6.87;122.38;111.84;10.59;10.818006549954;59.934371395274;294.33
2309.81;1186;1199;117778.68;1215522.41;6.88;122.39;111.85;10.66;10.817975604581;59.934378486738;294.33
2311.61;1187;1200;117777.04;1215523.16;6.89;122.52;111.86;10.74;10.817946285842;59.934385204061;294.33
2313.41;1188;1201;117775.49;1215523.86;6.90;122.60;111.87;10.82;10.817918597312;59.934391548148;294.33
2315.21;1189;1202;117773.76;1215524.64;6.90;122.75;111.88;10.89;10.817887650151;59.934398638706;294.33
2317.01;1190;1203;117772.21;1215525.34;6.91;122.74;111.89;10.94;10.817859961621;59.934404983699;294.33
2318.81;1191;1204;117770.48;1215526.12;6.92;122.79;111.90;10.97;10.817829014461;59.934412074257;294.33
2320.61;1192;1205;117768.84;1215526.86;6.93;122.81;111.91;10.99;10.817799697509;59.934418791580;294.33
2322.41;1193;1206;117767.29;1215527.56;6.93;122.74;111.92;10.95;10.817772008979;59.934425135667;294.33
2324.21;1194;1207;117765.56;1215528.35;6.94;122.74;111.94;10.95;10.817741061819;59.934432227131;294.33
2326.01;1195;1208;117764.01;1215529.05;6.95;122.72;111.95;10.97;10.817713373289;59.934438571219;294.33
2327.81;1196;1209;117762.28;1215529.83;6.96;122.66;111.96;10.98;10.817682426128;59.934445661776;294.33
2329.61;1197;1210;117760.64;1215530.57;6.96;122.69;111.97;10.99;10.817653107389;59.934452379099;294.33
2331.41;1198;1211;117759.09;1215531.27;6.97;122.75;111.98;11.01;10.817625418859;59.934458724093;294.33
2333.21;1199;1212;117757.36;1215532.05;6.98;122.92;111.99;11.01;10.817594473486;59.934465814650;294.33
2335.01;1200;1213;117755.81;1215532.75;6.99;123.01;112.00;11.00;10.817566783169;59.934472158738;294.33
2336.81;1201;1214;117754.08;1215533.54;6.99;123.08;112.02;10.99;10.817535837796;59.934479249295;294.33
2338.61;1202;1215;117752.44;1215534.28;7.00;123.10;112.03;10.97;10.817506519057;59.934485967524;294.33
2340.41;1203;1216;117750.89;1215534.98;7.01;123.08;112.04;10.96;10.817478830527;59.934492311612;294.33
2342.21;1204;1217;117749.16;1215535.76;7.02;123.06;112.05;10.95;10.817447883366;59.934499402169;294.33
2344.01;1205;1218;117747.61;1215536.46;7.02;123.12;112.06;10.95;10.817420194836;59.934505747163;294.33
2345.81;1206;1219;117745.88;1215537.24;7.03;123.16;112.06;10.84;10.817389247676;59.934512837720;294.33
2347.61;1207;1220;117744.24;1215537.99;7.04;123.22;112.07;10.72;10.817359930724;59.934519555043;294.33
2349.41;1208;1221;117742.69;1215538.69;7.04;123.31;112.07;10.67;10.817332240407;59.934525899131;294.33
2351.21;1209;1222;117740.96;1215539.47;7.05;123.41;112.08;10.69;10.817301295034;59.934532990594;294.33
2353.01;1210;1223;117739.41;1215540.17;7.06;123.56;112.08;10.77;10.817273604716;59.934539334682;294.33
2354.81;1211;1224;117737.68;1215540.95;7.07;123.76;112.09;10.89;10.817242659343;59.934546425240;294.33
2356.61;1212;1225;117736.04;1215541.69;7.07;123.76;112.10;11.04;10.817213340604;59.934553142562;294.33
2358.41;1213;1226;117734.49;1215542.39;7.08;123.78;112.11;11.17;10.817185652074;59.934559487556;294.33
2360.21;1214;1227;117732.76;1215543.18;7.09;123.57;112.11;11.34;10.817154704914;59.934566578113;294.33
2362.01;1215;1228;117731.21;1215543.88;7.10;123.62;112.12;11.52;10.817127016384;59.934572922201;294.33
2363.81;1216;1229;117729.48;1215544.66;7.10;123.78;112.13;11.68;10.817096069223;59.934580012759;294.33
2365.61;1217;1230;117727.84;1215545.40;7.11;123.79;112.13;11.85;10.817066752271;59.934586730987;294.33
2367.41;1218;1231;117726.29;1215546.10;7.12;124.11;112.14;11.86;10.817039063742;59.934593075075;294.33
2369.21;1219;1232;117724.56;1215546.88;7.13;124.03;112.15;11.87;10.817008116581;59.934600165633;294.33
2371.01;1220;1233;117723.01;1215547.58;7.13;124.04;112.15;11.94;10.816980428051;59.934606509720;294.33
2372.81;1221;1234;117721.28;1215548.37;7.14;124.02;112.16;12.00;10.816949480890;59.934613601184;294.33
2374.61;1222;1235;117719.64;1215549.11;7.15;124.28;112.17;12.04;10.816920163939;59.934620318506;294.33
2376.41;1223;1236;117718.09;1215549.81;7.16;124.44;112.17;12.03;10.816892473622;59.934626662594;294.33
2378.21;1224;1237;117716.36;1215550.59;7.16;124.50;112.20;12.00;10.816861528248;59.934633753152;294.33
2380.01;1225;1238;117714.81;1215551.29;7.17;124.31;112.22;11.97;10.816833837931;59.934640098145;294.33
2381.81;1226;1239;117713.08;1215552.07;7.18;124.45;112.27;11.92;10.816802892558;59.934647188703;294.33
2383.61;1227;1240;117711.44;1215552.82;7.19;124.55;112.32;12.06;10.816773573819;59.934653906026;294.33
2385.41;1228;1241;117709.89;1215553.52;7.19;124.57;112.34;12.25;10.816745885289;59.934660251019;294.33
2387.21;1229;1242;117708.16;1215554.30;7.20;124.59;112.39;12.33;10.816714938128;59.934667341577;294.33
2389.01;1230;1243;117706.61;1215555.00;7.21;124.59;112.44;12.38;10.816687249598;59.934673685665;294.33
2390.81;1231;1244;117704.88;1215555.78;7.22;124.59;112.47;12.24;10.816656302438;59.934680776222;294.33
2392.61;1232;1245;117703.24;1215556.52;7.22;124.76;112.53;12.06;10.816626985486;59.934687494451;294.33
2394.41;1233;1246;117701.69;1215557.22;7.23;124.78;112.58;12.02;10.816599295169;59.934693838538;294.33
2396.21;1234;1247;117699.96;1215558.01;7.24;124.73;112.61;12.08;10.816568349796;59.934700929096;294.33
2398.01;1235;1248;117698.41;1215558.71;7.24;124.68;112.67;12.11;10.816540659478;59.934707273184;294.33
2399.81;1236;1249;117696.68;1215559.49;7.25;124.64;112.72;12.14;10.816509714105;59.934714364647;294.33
2401.61;1237;1250;117695.04;1215560.23;7.26;124.62;112.75;12.16;10.816480395366;59.934721081970;294.33
2403.41;1238;1251;117693.49;1215560.93;7.27;124.86;112.81;12.15;10.816452706836;59.934727426058;294.33
2405.21;1239;1252;117691.76;1215561.71;7.27;124.94;112.86;12.14;10.816421759676;59.934734516615;294.33
2407.01;1240;1253;117690.21;1215562.41;7.28;125.04;112.88;12.14;10.816394071146;59.934740861609;294.33
2408.81;1241;1254;117688.48;1215563.20;7.29;125.28;112.94;12.12;10.816363123985;59.934747952166;294.33
2410.61;1242;1255;117686.84;1215563.94;7.30;125.27;112.97;12.12;10.816333807034;59.934754669489;294.33
2412.41;1243;1256;117685.29;1215564.64;7.30;125.25;113.02;12.09;10.816306118504;59.934761013577;294.33
2414.21;1244;1257;117683.56;1215565.42;7.31;125.21;113.08;12.07;10.816275171343;59.934768105040;294.33
2416.01;1245;1258;117682.01;1215566.12;7.32;125.31;113.11;12.06;10.816247482813;59.934774449128;294.33
2417.81;1246;1259;117680.28;1215566.91;7.33;125.35;113.16;12.01;10.816216535653;59.934781539686;294.33
2419.61;1247;1260;117678.63;1215567.65;7.33;125.40;113.22;11.96;10.816187218701;59.934788257008;294.33
2421.41;1248;1261;117677.09;1215568.35;7.34;125.43;113.24;11.93;10.816159528384;59.934794602002;294.33
2423.21;1249;1262;117675.35;1215569.13;7.35;125.45;113.29;11.87;10.816128583011;59.934801692559;294.33
2425.01;1250;1263;117673.81;1215569.83;7.36;125.45;113.32;11.82;10.816100892693;59.934808036647;294.33
2426.81;1251;1264;117672.07;1215570.61;7.36;125.28;113.37;11.72;10.816069947320;59.934815127205;294.33
2428.61;1252;1265;117670.43;1215571.35;7.37;125.09;113.43;11.62;10.816040628581;59.934821845433;294.33
2430.41;1253;1266;117668.89;1215572.05;7.38;125.04;113.46;11.55;10.816012940051;59.934828189521;294.33
2432.21;1254;1267;117667.15;1215572.84;7.39;124.98;113.51;11.49;10.815981992890;59.934835280079;294.33
2434.01;1255;1268;117665.60;1215573.54;7.39;125.04;113.57;11.43;10.815954304361;59.934841625072;294.33
2435.81;1256;1269;117663.87;1215574.32;7.40;125.05;113.61;11.39;10.815923357200;59.934848715630;294.33
2437.61;1257;1270;117662.23;1215575.06;7.41;125.03;113.67;11.33;10.815894040248;59.934855432952;294.33
2439.41;1258;1271;117660.68;1215575.76;7.41;125.11;113.73;11.27;10.815866351718;59.934861777040;294.33
2441.21;1259;1272;117658.95;1215576.54;7.42;125.13;113.76;11.24;10.815835404558;59.934868868504;294.33
2443.01;1260;1273;117657.40;1215577.25;7.43;125.17;113.81;11.19;10.815807716028;59.934875212591;294.33
2444.81;1261;1274;117655.67;1215578.03;7.44;125.13;113.85;11.15;10.815776768867;59.934882303149;294.33
2446.61;1262;1275;117654.03;1215578.77;7.44;125.14;113.89;11.06;10.815747450128;59.934889020472;294.33
2448.41;1263;1276;117652.48;1215579.47;7.45;125.02;113.98;10.61;10.815719761598;59.934895365465;294.33
2450.21;1264;1277;117650.75;1215580.25;7.46;124.45;114.07;10.10;10.815688814438;59.934902456023;294.33
2452.01;1265;1278;117649.20;1215580.95;7.47;123.93;114.11;9.38;10.815661125908;59.934908800111;294.33
2453.81;1266;1279;117647.47;1215581.74;7.47;123.08;114.20;8.66;10.815630180535;59.934915890668;294.33
2455.61;1267;1280;117645.83;1215582.48;7.48;122.66;114.23;7.92;10.815600861796;59.934922608897;294.33
2457.41;1268;1281;117644.28;1215583.18;7.49;121.76;114.29;7.25;10.815573173266;59.934928952984;294.33
2459.21;1269;1282;117642.55;1215583.96;7.50;121.06;114.35;6.58;10.815542226105;59.934936043542;294.33
2461.01;1270;1283;117641.00;1215584.66;7.50;120.60;114.39;5.83;10.815514537575;59.934942387630;294.33
2462.81;1271;1284;117639.27;1215585.44;7.51;119.69;114.45;4.97;10.815483590415;59.934949479093;294.33
2464.61;1272;1285;117637.63;1215586.18;7.52;119.19;114.51;4.19;10.815454273463;59.934956196416;294.33
2466.41;1273;1286;117636.08;1215586.89;7.53;118.36;114.49;3.59;10.815426583146;59.934962540504;294.33
2468.21;1274;1287;117634.35;1215587.67;7.53;117.37;114.42;2.95;10.815395637773;59.934969631061;294.33
2470.01;1275;1288;117632.80;1215588.37;7.54;116.76;114.38;2.28;10.815367947455;59.934975976055;294.33
2471.81;1276;1289;117631.07;1215589.15;7.55;115.80;114.28;1.56;10.815337002082;59.934983066612;294.33
2473.61;1277;1290;117629.43;1215589.89;7.56;115.44;114.17;0.76;10.815307683343;59.934989783935;294.33
2475.41;1278;1291;117627.88;1215590.59;7.56;114.39;114.09;0.00;10.815279994813;59.934996128929;294.33
2477.21;1279;1292;117626.15;1215591.38;7.57;113.80;113.54;0.00;10.815249047653;59.935003219486;294.33
2479.01;1280;1293;117624.60;1215592.08;7.58;113.15;113.04;0.00;10.815221359123;59.935009563574;294.33
2480.81;1281;1294;117622.87;1215592.86;7.59;112.62;112.66;0.00;10.815190411962;59.935016654131;294.33
2482.61;1282;1295;117621.23;1215593.60;7.59;112.47;112.30;0.00;10.815161095011;59.935023372360;294.33
2484.41;1283;1296;117619.68;1215594.30;7.60;112.00;111.91;0.00;10.815133406481;59.935029716448;294.33
2486.21;1284;1297;117617.95;1215595.08;7.61;111.73;111.41;0.00;10.815102459320;59.935036807005;294.33
2488.01;1285;1298;117616.40;1215595.78;7.61;111.12;111.03;0.00;10.815074770790;59.935043151093;294.33
2489.81;1286;1299;117614.67;1215596.57;7.62;110.65;111.00;0.00;10.815043823629;59.935050242557;294.33
2491.61;1287;1300;117613.03;1215597.31;7.63;110.75;111.00;0.00;10.815014506678;59.935056959879;294.33
2493.41;1288;1301;117611.48;1215598.01;7.64;110.89;111.00;0.00;10.814986816361;59.935063303967;294.33
2495.21;1289;1302;117609.75;1215598.79;7.64;110.95;111.00;0.00;10.814955870987;59.935070394525;294.33
2497.01;1290;1303;117608.20;1215599.49;7.65;110.98;111.00;0.00;10.814928180670;59.935076739518;294.33
2498.81;1291;1304;117606.47;1215600.27;7.66;111.04;111.00;0.00;10.814897235297;59.935083830076;294.33
2500.61;1292;1305;117604.83;1215601.02;7.67;110.79;111.00;0.00;10.814867916558;59.935090547398;294.33
2502.41;1293;1306;117603.28;1215601.72;7.67;110.14;111.00;0.00;10.814840228028;59.935096891486;294.33
2504.21;1294;1307;117601.55;1215602.50;7.68;110.23;111.00;0.00;10.814809280867;59.935103982950;294.33
2506.01;1295;1308;117600.00;1215603.20;7.69;110.78;111.05;0.00;10.814781592337;59.935110327037;294.33
2507.81;1296;1309;117598.27;1215603.98;7.70;111.21;111.26;0.10;10.814750645177;59.935117417595;294.33
2509.61;1297;1310;117596.63;1215604.72;7.70;111.56;111.06;0.63;10.814721328225;59.935124134918;294.33
2511.41;1298;1311;117595.08;1215605.42;7.71;111.76;110.96;1.02;10.814693637908;59.935130479911;294.33
2513.21;1299;1312;117593.35;1215606.21;7.72;111.82;110.77;1.24;10.814662692535;59.935137570469;294.33
2515.01;1300;1313;117591.80;1215606.91;7.73;111.95;110.66;1.38;10.814635004005;59.935143914556;294.33
2516.81;1301;1314;117590.07;1215607.69;7.73;112.02;110.47;1.69;10.814604056844;59.935151006020;294.33
2518.61;1302;1315;117588.43;1215608.43;7.74;112.32;110.26;2.02;10.814574738105;59.935157723343;294.33
2520.41;1303;1316;117586.88;1215609.13;7.75;112.37;110.14;2.26;10.814547049575;59.935164067430;294.33
2522.21;1304;1317;117585.15;1215609.91;7.76;112.46;109.86;2.67;10.814516102415;59.935171157988;294.33
2524.01;1305;1318;117583.60;1215610.61;7.76;112.66;109.61;3.06;10.814488413885;59.935177502982;294.33
2525.81;1306;1319;117581.87;1215611.40;7.77;112.64;109.47;3.32;10.814457466724;59.935184593539;294.33
2527.61;1307;1320;117580.23;1215612.14;7.78;112.73;109.19;3.71;10.814428149773;59.935191310862;294.33
2529.41;1308;1321;117578.68;1215612.84;7.78;112.80;108.94;4.06;10.814400461243;59.935197654949;294.33
2531.21;1309;1322;117576.95;1215613.62;7.79;112.92;108.79;4.27;10.814369514082;59.935204746413;294.33
2533.01;1310;1323;117575.40;1215614.32;7.80;113.01;108.50;4.80;10.814341825552;59.935211090501;294.33
2534.81;1311;1324;117573.67;1215615.10;7.81;113.14;108.22;5.30;10.814310878392;59.935218181058;294.33
2536.61;1312;1325;117572.03;1215615.85;7.81;113.32;108.08;5.70;10.814281561440;59.935224898381;294.33
2538.41;1313;1326;117570.48;1215616.55;7.82;113.57;107.79;6.33;10.814253871123;59.935231243375;294.33
2540.21;1314;1327;117568.75;1215617.33;7.83;114.80;107.50;7.49;10.814222925750;59.935238333932;294.33
2542.01;1315;1328;117567.20;1215618.03;7.84;115.21;107.36;8.21;10.814195235432;59.935244678020;294.33
2543.81;1316;1329;117565.46;1215618.81;7.84;115.47;107.07;8.94;10.814164290059;59.935251768577;294.33
2545.61;1317;1330;117563.82;1215619.55;7.85;115.92;106.92;9.69;10.814134971320;59.935258486806;294.33
2547.41;1318;1331;117562.28;1215620.25;7.86;116.42;106.65;10.50;10.814107282790;59.935264830894;294.33
2549.21;1319;1332;117560.54;1215621.04;7.87;117.57;106.35;11.55;10.814076335629;59.935271921451;294.33
2551.01;1320;1333;117559.00;1215621.74;7.87;117.87;106.12;12.61;10.814048647100;59.935278265539;294.33
2552.81;1321;1334;117557.26;1215622.52;7.88;118.83;105.66;13.68;10.814017699939;59.935285357002;294.33
2554.61;1322;1335;117555.62;1215623.26;7.89;119.70;105.21;14.86;10.813988382987;59.935292074325;294.33
2556.41;1323;1336;117554.07;1215623.96;7.90;120.37;104.98;15.57;10.813960694458;59.935298418413;294.33
2558.21;1324;1337;117552.34;1215624.74;7.90;121.24;104.54;16.41;10.813929747297;59.935305509876;294.33
2560.01;1325;1338;117550.79;1215625.44;7.91;121.49;104.31;17.55;10.813902058767;59.935311853964;294.33
2561.81;1326;1339;117549.06;1215626.23;7.92;122.50;103.87;18.78;10.813871111606;59.935318944522;294.33
2563.61;1327;1340;117547.42;1215626.97;7.93;122.96;103.42;19.36;10.813841792867;59.935325661844;294.33
2565.41;1328;1341;117545.87;1215627.67;7.93;123.08;103.16;19.71;10.813814104337;59.935332006838;294.33
2567.21;1329;1342;117544.14;1215628.45;7.94;123.62;102.67;20.29;10.813783158964;59.935339097396;294.33
2569.01;1330;1343;117542.59;1215629.15;7.95;123.42;102.13;20.91;10.813755468647;59.935345441483;294.33
2570.81;1331;1344;117540.86;1215629.93;7.95;123.62;101.88;21.45;10.813724523274;59.935352532041;294.33
2572.61;1332;1345;117539.22;1215630.68;7.96;123.61;101.32;22.34;10.813695204535;59.935359250269;294.33
2574.41;1333;1346;117537.67;1215631.38;7.97;123.61;100.78;23.26;10.813667516005;59.935365594357;294.33
2576.21;1334;1347;117535.94;1215632.16;7.98;124.07;100.52;24.06;10.813636568844;59.935372684915;294.33
2578.01;1335;1348;117534.39;1215632.86;7.98;124.19;99.97;25.02;10.813608880314;59.935379029002;294.33
2579.81;1336;1349;117532.66;1215633.64;7.99;125.42;99.44;25.59;10.813577933154;59.935386120466;294.33
2581.61;1337;1350;117531.02;1215634.38;8.00;125.87;99.17;26.31;10.813548616202;59.935392837789;294.33
2583.41;1338;1351;117529.47;1215635.08;8.01;125.90;98.62;27.17;10.813520925885;59.935399181876;294.33
2585.21;1339;1352;117527.74;1215635.87;8.01;125.88;98.03;27.97;10.813489980512;59.935406272434;294.33
2587.01;1340;1353;117526.19;1215636.57;8.02;125.85;97.70;28.30;10.813462290194;59.935412617427;294.33
2588.81;1341;1354;117524.46;1215637.35;8.03;125.90;97.07;28.94;10.813431344821;59.935419707985;294.33
2590.61;1342;1355;117522.82;1215638.09;8.04;125.94;96.74;29.32;10.813402026082;59.935426425308;294.33
2592.41;1343;1356;117521.27;1215638.79;8.04;126.14;96.11;30.00;10.813374337552;59.935432769395;294.33
2594.21;1344;1357;117519.54;1215639.57;8.05;126.24;95.46;30.72;10.813343390392;59.935439860859;294.33
2596.01;1345;1358;117517.99;1215640.27;8.06;126.25;95.14;31.10;10.813315701862;59.935446204947;294.33
2597.81;1346;1359;117516.26;1215641.06;8.07;126.35;94.44;31.85;10.813284754701;59.935453295504;294.33
2599.61;1347;1360;117514.62;1215641.80;8.07;126.39;93.70;32.65;10.813255437750;59.935460012827;294.33
2601.41;1348;1361;117513.07;1215642.50;8.08;126.59;93.37;33.04;10.813227749220;59.935466357820;294.33
2603.21;1349;1362;117511.34;1215643.28;8.09;126.69;92.64;33.84;10.813196802059;59.935473448378;294.33
2605.01;1350;1363;117509.79;1215643.98;8.10;126.74;92.29;34.25;10.813169113529;59.935479792466;294.33
2606.81;1351;1364;117508.06;1215644.77;8.10;126.82;91.58;35.02;10.813138166369;59.935486883023;294.33
2608.61;1352;1365;117506.42;1215645.51;8.11;126.85;90.93;35.73;10.813108849417;59.935493601252;294.33
2610.41;1353;1366;117504.87;1215646.21;8.12;126.86;90.60;36.12;10.813081159100;59.935499945340;294.33
2612.21;1354;1367;117503.14;1215646.99;8.13;126.93;89.93;36.86;10.813050213726;59.935507035897;294.33
2614.01;1355;1368;117501.59;1215647.69;8.13;126.90;89.26;37.58;10.813022523409;59.935513380891;294.33
2615.81;1356;1369;117499.86;1215648.47;8.14;126.89;88.93;37.98;10.812991578036;59.935520471448;294.33
2617.61;1357;1370;117498.22;1215649.21;8.15;126.88;88.25;38.72;10.812962259297;59.935527188771;294.33
2619.41;1358;1371;117496.67;1215649.91;8.15;126.90;87.57;39.43;10.812934570767;59.935533532859;294.33
2621.21;1359;1372;117494.94;1215650.70;8.16;126.97;87.25;39.75;10.812903623606;59.935540624322;294.33
2623.01;1360;1373;117493.39;1215651.40;8.17;126.98;86.60;40.41;10.812875935076;59.935546968410;294.33
2624.81;1361;1374;117491.66;1215652.18;8.18;126.99;85.94;41.06;10.812844987916;59.935554058968;294.33
2626.61;1362;1375;117490.02;1215652.92;8.18;127.03;85.63;41.38;10.812815670964;59.935560776290;294.33
2628.41;1363;1376;117488.47;1215653.62;8.19;127.01;84.97;42.07;10.812787980647;59.935567121284;294.33
2630.21;1364;1377;117486.74;1215654.41;8.20;127.03;84.42;42.65;10.812757035274;59.935574211841;294.33
2632.01;1365;1378;117485.19;1215655.11;8.21;127.07;84.14;42.97;10.812729346744;59.935580555929;294.33
2633.81;1366;1379;117483.46;1215655.89;8.21;127.10;83.61;43.55;10.812698399583;59.935587646487;294.33
2635.61;1367;1380;117481.82;1215656.63;8.22;127.10;83.32;43.87;10.812669080844;59.935594364715;294.33
2637.41;1368;1381;117480.27;1215657.33;8.23;127.10;82.71;44.53;10.812641392314;59.935600708803;294.33
2639.21;1369;1382;117478.54;1215658.11;8.24;127.13;82.11;45.18;10.812610445154;59.935607799361;294.33
2641.01;1370;1383;117476.99;1215658.81;8.24;127.19;81.80;45.53;10.812582756624;59.935614143448;294.33
2642.81;1371;1384;117475.26;1215659.60;8.25;127.24;81.21;46.17;10.812551809463;59.935621234912;294.33
2644.61;1372;1385;117473.62;1215660.34;8.26;127.27;80.64;46.79;10.812522492512;59.935627952234;294.33
2646.41;1373;1386;117472.07;1215661.04;8.27;127.33;80.34;47.13;10.812494803982;59.935634296322;294.33
2648.21;1374;1387;117470.34;1215661.82;8.27;127.44;79.79;47.71;10.812463856821;59.935641386880;294.33
2650.01;1375;1388;117468.79;1215662.52;8.28;127.45;79.53;48.01;10.812436168291;59.935647731873;294.33
2651.81;1376;1389;117467.06;1215663.30;8.29;127.53;78.98;48.59;10.812405221131;59.935654822431;294.33
2653.61;1377;1390;117465.42;1215664.04;8.30;127.52;78.55;49.06;10.812375904179;59.935661539754;294.33
2655.41;1378;1391;117463.87;1215664.75;8.30;127.43;78.33;49.32;10.812348213862;59.935667884747;294.33
2657.21;1379;1392;117462.14;1215665.53;8.31;127.51;77.90;49.79;10.812317268489;59.935674975305;294.33
2659.01;1380;1393;117460.59;1215666.23;8.32;127.62;77.47;50.25;10.812289578171;59.935681319393;294.33
2660.81;1381;1394;117458.86;1215667.01;8.32;127.67;77.25;50.51;10.812258632798;59.935688409950;294.33
2662.61;1382;1395;117457.21;1215667.75;8.33;127.72;76.94;50.85;10.812229314059;59.935695128179;294.33
2664.41;1383;1396;117455.67;1215668.45;8.34;127.74;76.77;51.08;10.812201625529;59.935701472266;294.33
2666.21;1384;1397;117453.93;1215669.24;8.35;127.82;76.68;51.24;10.812170678369;59.935708562824;294.33
2668.01;1385;1398;117452.39;1215669.94;8.35;127.85;76.50;51.50;10.812142989839;59.935714906912;294.33
2669.81;1386;1399;117450.65;1215670.72;8.36;127.94;76.23;51.77;10.812112042678;59.935721998375;294.33
2671.61;1387;1400;117449.01;1215671.46;8.37;127.93;76.10;51.90;10.812082725726;59.935728715698;294.33
2673.41;1388;1401;117447.47;1215672.16;8.38;127.92;75.92;52.08;10.812055037197;59.935735059786;294.33
2675.21;1389;1402;117445.73;1215672.94;8.38;127.97;75.89;52.11;10.812024090036;59.935742150343;294.33
2677.01;1390;1403;117444.18;1215673.64;8.39;128.04;75.87;52.13;10.811996401506;59.935748495337;294.33
2678.81;1391;1404;117442.45;1215674.43;8.40;128.12;75.84;52.16;10.811965454345;59.935755585894;294.33
2680.61;1392;1405;117440.81;1215675.17;8.41;128.17;75.82;52.18;10.811936135606;59.935762303217;294.33
