chainage;advance;ring;easting;northing;tunnel_elev;surface_elev;soil_base_elev;soil_depth;lon;lat;tunnel_dir
4556.21;2434;2447;115693.19;1216335.02;15.38;109.66;109.78;0.15;10.780697180056;59.941739963035;278.19
4558.01;2435;2448;115691.41;1216335.27;15.39;109.78;109.71;0.26;10.780665326628;59.941742263140;278.11
4559.81;2436;2449;115689.62;1216335.52;15.39;109.82;109.68;0.31;10.780633466050;59.941744539692;278.03
4561.61;2437;2450;115687.84;1216335.77;15.40;109.83;109.66;0.34;10.780601600109;59.941746794502;277.95
4563.41;2438;2451;115686.16;1216336.01;15.40;109.95;109.56;0.44;10.780571498441;59.941748902555;277.87
4565.21;2439;2452;115684.28;1216336.26;15.41;110.02;109.44;0.56;10.780537848565;59.941751232555;277.78
4567.01;2440;2453;115682.49;1216336.50;15.41;110.03;109.20;0.80;10.780505962962;59.941753415798;277.69
4568.81;2441;2454;115680.71;1216336.74;15.42;110.01;108.97;0.98;10.780474071996;59.941755575488;277.61
4570.61;2442;2455;115678.92;1216336.98;15.42;110.01;108.74;1.15;10.780442173880;59.941757710718;277.52
4572.41;2443;2456;115677.24;1216337.20;15.43;110.02;108.63;1.19;10.780412041824;59.941759704625;277.44
4574.21;2444;2457;115675.35;1216337.44;15.44;110.02;108.42;1.34;10.780378359773;59.941761907799;277.35
4576.01;2445;2458;115673.57;1216337.67;15.44;110.01;108.21;1.49;10.780346441994;59.941763969650;277.26
4577.81;2446;2459;115671.78;1216337.89;15.45;110.00;108.00;1.64;10.780314518853;59.941766005230;277.17
4579.61;2447;2460;115670.00;1216338.12;15.45;109.98;107.79;1.78;10.780282590350;59.941768016350;277.08
4581.41;2448;2461;115668.31;1216338.32;15.46;109.97;107.68;1.83;10.780252427906;59.941769893395;277.00
4583.21;2449;2462;115666.42;1216338.55;15.46;109.46;107.47;2.01;10.780218711892;59.941771963400;276.91
4585.01;2450;2463;115664.63;1216338.77;15.47;109.21;107.32;2.12;10.780186765514;59.941773898423;276.82
4586.81;2451;2464;115662.85;1216338.98;15.47;109.63;107.17;2.24;10.780154810197;59.941775806270;276.72
4588.61;2452;2465;115661.06;1216339.18;15.48;109.50;107.09;2.29;10.780122851306;59.941777688751;276.63
4590.41;2453;2466;115659.37;1216339.38;15.48;109.26;106.93;2.42;10.780092660262;59.941779442593;276.54
4592.21;2454;2467;115657.48;1216339.59;15.49;109.27;106.78;2.54;10.780058913861;59.941781374899;276.45
4594.01;2455;2468;115655.69;1216339.79;15.49;109.33;106.70;2.61;10.780026935307;59.941783178565;276.35
4595.81;2456;2469;115653.90;1216339.99;15.50;109.30;106.60;2.70;10.779994951390;59.941784954149;276.25
4597.61;2457;2470;115652.11;1216340.18;15.50;109.35;106.55;2.75;10.779962962111;59.941786704367;276.16
4599.41;2458;2471;115650.42;1216340.36;15.51;109.28;106.45;2.84;10.779932746042;59.941788333193;276.07
4601.21;2459;2472;115648.53;1216340.56;15.51;109.24;106.37;2.94;10.779898967466;59.941790125989;275.98
4603.01;2460;2473;115646.74;1216340.74;15.52;109.24;106.33;3.00;10.779866962099;59.941791796487;275.88
4604.81;2461;2474;115644.95;1216340.92;15.53;109.26;106.26;3.08;10.779834951370;59.941793439808;275.78
4606.61;2462;2475;115643.16;1216341.10;15.53;109.26;106.22;3.14;10.779802933491;59.941795056857;275.69
4608.41;2463;2476;115641.47;1216341.27;15.54;109.30;106.15;3.23;10.779772692397;59.941796560668;275.60
4610.21;2464;2477;115639.58;1216341.45;15.54;109.30;106.08;3.33;10.779738887008;59.941798213048;275.51
4612.01;2465;2478;115637.79;1216341.62;15.55;109.20;106.01;3.42;10.779706854829;59.941799750377;275.41
4613.81;2466;2479;115635.99;1216341.79;15.55;109.25;105.94;3.51;10.779674817287;59.941801261435;275.32
4615.61;2467;2480;115634.20;1216341.95;15.56;109.30;105.90;3.57;10.779642776170;59.941802745315;275.22
4617.41;2468;2481;115632.51;1216342.10;15.56;109.32;105.83;3.67;10.779612510051;59.941804124111;275.14
4619.21;2469;2482;115630.62;1216342.27;15.57;109.32;105.77;3.75;10.779578679637;59.941805636074;275.04
4621.01;2470;2483;115628.82;1216342.42;15.57;109.40;105.72;3.82;10.779546624220;59.941807040235;274.94
4622.81;2471;2484;115627.03;1216342.58;15.58;109.33;105.70;3.86;10.779514563440;59.941808418124;274.85
4624.61;2472;2485;115625.24;1216342.72;15.58;109.23;105.63;3.96;10.779482499086;59.941809769742;274.75
4626.41;2473;2486;115623.54;1216342.86;15.59;109.17;105.53;4.08;10.779452213304;59.941811022615;274.67
4628.21;2474;2487;115621.65;1216343.01;15.59;109.26;105.46;4.17;10.779418357865;59.941812394163;274.57
4630.01;2475;2488;115619.85;1216343.16;15.60;109.30;105.39;4.26;10.779386280998;59.941813666061;274.47
4631.81;2476;2489;115618.06;1216343.29;15.60;109.32;105.36;4.32;10.779354200556;59.941814910781;274.38
4633.61;2477;2490;115616.26;1216343.43;15.61;109.36;105.29;4.41;10.779322114751;59.941816129230;274.29
4635.41;2478;2491;115614.57;1216343.55;15.61;109.41;105.14;4.58;10.779291809307;59.941817256182;274.20
4637.21;2479;2492;115612.67;1216343.69;15.62;109.45;105.00;4.74;10.779257934205;59.941818488219;274.10
4639.01;2480;2493;115610.88;1216343.81;15.63;109.47;104.96;4.80;10.779225837675;59.941819626948;274.00
4640.81;2481;2494;115609.08;1216343.94;15.63;109.51;104.89;4.90;10.779193737571;59.941820738500;273.91
4642.61;2482;2495;115607.29;1216344.06;15.64;109.57;104.81;4.99;10.779161633891;59.941821823780;273.82
4644.41;2483;2496;115605.59;1216344.17;15.64;109.61;104.69;5.14;10.779131310571;59.941822824811;273.73
4646.21;2484;2497;115603.69;1216344.29;15.65;109.65;104.50;5.36;10.779097415807;59.941823916432;273.64
4648.01;2485;2498;115601.90;1216344.40;15.65;109.66;104.39;5.48;10.779065301402;59.941824921086;273.53
4649.81;2486;2499;115600.10;1216344.51;15.66;109.68;104.25;5.64;10.779033185210;59.941825900375;273.44
4651.61;2487;2500;115598.30;1216344.61;15.66;109.66;104.12;5.80;10.779001065443;59.941826852487;273.35
4653.41;2488;2501;115596.61;1216344.71;15.67;109.74;104.00;5.95;10.778970726036;59.941827728501;273.26
4655.21;2489;2502;115594.71;1216344.81;15.67;109.84;103.82;6.14;10.778936815183;59.941828678801;273.16
4657.01;2490;2503;115592.91;1216344.91;15.68;109.79;103.73;6.25;10.778904686479;59.941829550286;273.06
4658.81;2491;2504;115591.11;1216345.00;15.68;109.81;103.56;6.44;10.778872555986;59.941830396406;272.97
4660.61;2492;2505;115589.32;1216345.09;15.69;109.79;103.38;6.63;10.778840420132;59.941831215349;272.88
4662.41;2493;2506;115587.62;1216345.18;15.69;109.78;103.20;6.80;10.778810069999;59.941831965443;272.79
4664.21;2494;2507;115585.72;1216345.26;15.70;109.76;102.99;7.01;10.778776144847;59.941832774420;272.69
4666.01;2495;2508;115583.92;1216345.35;15.70;109.76;102.86;7.14;10.778744001842;59.941833513643;272.60
4667.81;2496;2509;115582.12;1216345.42;15.71;109.83;102.59;7.41;10.778711858837;59.941834225688;272.50
4669.61;2497;2510;115580.32;1216345.50;15.72;109.86;102.32;7.66;10.778679712258;59.941834911462;272.41
4671.41;2498;2511;115578.63;1216345.57;15.72;109.83;102.05;7.90;10.778649349613;59.941835535634;272.32
4673.21;2499;2512;115576.73;1216345.64;15.73;109.82;101.78;8.14;10.778615411948;59.941836204195;272.23
4675.01;2500;2513;115574.93;1216345.71;15.73;109.81;101.64;8.26;10.778583258218;59.941836810249;272.13
4676.81;2501;2514;115573.13;1216345.77;15.74;109.80;101.37;8.50;10.778551104488;59.941837389126;272.03
4678.61;2502;2515;115571.33;1216345.83;15.74;109.78;101.09;8.73;10.778518947183;59.941837941731;271.94
4680.41;2503;2516;115569.63;1216345.89;15.75;109.78;100.80;8.64;10.778488575601;59.941838439981;271.85
4682.21;2504;2517;115567.73;1216345.95;15.75;109.79;100.51;8.46;10.778454628998;59.941838968127;271.76
4684.01;2505;2518;115565.93;1216346.00;15.76;109.78;100.30;8.30;10.778422468118;59.941839440106;271.66
4685.81;2506;2519;115564.13;1216346.05;15.76;109.78;99.52;9.01;10.778390305451;59.941839885814;271.57
4687.61;2507;2520;115562.33;1216346.10;15.77;109.74;98.65;9.83;10.778358140996;59.941840305250;271.47
4689.41;2508;2521;115560.64;1216346.14;15.77;109.77;97.74;10.66;10.778327762264;59.941840676673;271.38
4691.21;2509;2522;115558.74;1216346.18;15.78;109.82;96.87;11.46;10.778293808511;59.941841064403;271.29
4693.01;2510;2523;115556.94;1216346.22;15.78;109.84;96.41;11.84;10.778261640481;59.941841403213;271.19
4694.81;2511;2524;115555.14;1216346.25;15.79;109.86;95.68;12.49;10.778229470664;59.941841715752;271.10
4696.61;2512;2525;115553.34;1216346.28;15.79;109.80;94.93;13.17;10.778197300846;59.941842001114;271.00
4698.41;2513;2526;115551.64;1216346.31;15.80;109.79;94.13;13.90;10.778166916751;59.941842247521;270.92
4700.21;2514;2527;115549.74;1216346.34;15.81;109.75;93.38;14.61;10.778132957636;59.941842493929;270.82
4702.01;2515;2528;115547.94;1216346.36;15.81;109.69;93.03;14.92;10.778100786031;59.941842699570;270.72
4703.81;2516;2529;115546.14;1216346.38;15.82;109.77;92.39;15.51;10.778068612639;59.941842878034;270.63
4705.61;2517;2530;115544.34;1216346.40;15.82;108.69;92.35;15.43;10.778036439246;59.941843031133;270.54
4707.41;2518;2531;115542.64;1216346.41;15.83;108.05;92.32;14.80;10.778006051576;59.941843150713;270.44
4709.21;2519;2532;115540.74;1216346.42;15.83;108.09;92.29;14.16;10.777972090674;59.941843256705;270.35
4711.01;2520;2533;115538.94;1216346.43;15.84;107.26;92.28;12.57;10.777939915494;59.941843328272;270.25
4712.81;2521;2534;115537.14;1216346.43;15.84;105.46;92.35;10.59;10.777907740314;59.941843374473;270.16
4714.61;2522;2535;115535.34;1216346.44;15.85;102.72;92.66;9.98;10.777875565134;59.941843392591;270.06
4716.41;2523;2536;115533.64;1216346.44;15.85;102.75;92.94;9.64;10.777845177464;59.941843387156;269.98
4718.21;2524;2537;115531.74;1216346.43;15.86;102.80;93.22;9.32;10.777811214774;59.941843351825;269.88
4720.01;2525;2538;115529.94;1216346.43;15.86;102.79;93.36;9.16;10.777779041381;59.941843291129;269.79
4721.81;2526;2539;115528.14;1216346.42;15.87;102.74;93.65;8.63;10.777746866201;59.941843202350;269.69
4723.61;2527;2540;115526.34;1216346.40;15.87;102.39;93.93;7.57;10.777714692809;59.941843088206;269.60
4725.41;2528;2541;115524.64;1216346.39;15.88;101.92;94.09;6.90;10.777684305139;59.941842955943;269.51
4727.21;2529;2542;115522.74;1216346.37;15.88;101.47;94.11;6.84;10.777650344236;59.941842780196;269.41
4729.01;2530;2543;115520.94;1216346.35;15.89;100.95;94.11;6.80;10.777618172631;59.941842585425;269.32
4730.81;2531;2544;115519.14;1216346.32;15.90;100.91;94.13;6.76;10.777585999239;59.941842364383;269.22
4732.61;2532;2545;115517.34;1216346.30;15.90;100.87;94.09;6.78;10.777553829421;59.941842116164;269.13
4734.41;2533;2546;115515.64;1216346.27;15.91;100.85;93.97;6.87;10.777523445326;59.941841858886;269.04
4736.21;2534;2547;115513.74;1216346.23;15.91;100.85;93.91;6.89;10.777489487999;59.941841541817;268.94
4738.01;2535;2548;115511.94;1216346.20;15.92;100.78;93.88;6.88;10.777457319969;59.941841213878;268.85
4739.81;2536;2549;115510.14;1216346.16;15.92;100.73;93.82;6.93;10.777425151939;59.941840858761;268.75
4741.61;2537;2550;115508.34;1216346.11;15.93;100.81;93.77;6.98;10.777392985697;59.941840477373;268.66
4743.41;2538;2551;115506.64;1216346.07;15.93;100.78;93.73;7.02;10.777362608752;59.941840094173;268.57
4745.21;2539;2552;115504.74;1216346.02;15.94;100.66;93.57;7.16;10.777328658574;59.941839636688;268.48
4747.01;2540;2553;115502.94;1216345.97;15.94;100.63;93.47;7.23;10.777296495907;59.941839174674;268.38
4748.81;2541;2554;115501.14;1216345.92;15.95;100.58;93.40;7.26;10.777264335027;59.941838686389;268.28
4750.61;2542;2555;115499.34;1216345.86;15.95;100.55;93.33;7.29;10.777232175934;59.941838171832;268.19
4752.41;2543;2556;115497.64;1216345.80;15.96;100.54;93.27;7.31;10.777201804352;59.941837662711;268.11
4754.21;2544;2557;115495.75;1216345.74;15.96;100.50;93.15;7.39;10.777167863112;59.941837063904;268.01
4756.01;2545;2558;115493.95;1216345.67;15.97;100.45;93.05;7.47;10.777135709382;59.941836469627;267.91
4757.81;2546;2559;115492.15;1216345.60;15.97;100.44;92.88;7.68;10.777103557440;59.941835848173;267.82
4759.61;2547;2560;115490.35;1216345.53;15.98;100.58;92.77;7.83;10.777071409073;59.941835199541;267.72
4761.41;2548;2561;115488.65;1216345.46;15.98;100.67;92.67;8.00;10.777041046428;59.941834564498;267.64
4763.21;2549;2562;115486.75;1216345.38;15.99;100.72;92.56;8.19;10.777007115913;59.941833825276;267.54
4765.01;2550;2563;115484.96;1216345.30;16.00;100.74;92.48;8.34;10.776974972908;59.941833096924;267.44
4766.81;2551;2564;115483.16;1216345.22;16.00;100.76;92.33;8.55;10.776942831691;59.941832342301;267.35
4768.61;2552;2565;115481.36;1216345.13;16.01;100.87;92.25;8.70;10.776910694048;59.941831561407;267.26
4770.41;2553;2566;115479.66;1216345.05;16.01;100.96;92.16;8.77;10.776880343916;59.941830799536;267.16
4772.21;2554;2567;115477.76;1216344.95;16.02;101.01;92.08;8.77;10.776846425914;59.941829919898;267.07
4774.01;2555;2568;115475.97;1216344.85;16.02;100.86;92.04;8.70;10.776814295422;59.941829058377;266.97
4775.81;2556;2569;115474.17;1216344.76;16.03;100.71;92.00;8.61;10.776782168504;59.941828170586;266.88
4777.61;2557;2570;115472.37;1216344.66;16.03;100.56;91.99;8.49;10.776750043375;59.941827255616;266.78
4779.41;2558;2571;115470.67;1216344.56;16.04;100.49;91.98;8.37;10.776719705755;59.941826368731;266.70
4781.21;2559;2572;115468.78;1216344.44;16.04;100.36;91.97;8.28;10.776685803840;59.941825347770;266.60
4783.01;2560;2573;115466.98;1216344.33;16.05;100.24;91.97;8.17;10.776653687648;59.941824353987;266.51
4784.81;2561;2574;115465.18;1216344.22;16.05;100.12;91.93;8.11;10.776621576819;59.941823332120;266.41
4786.61;2562;2575;115463.39;1216344.11;16.06;100.01;91.85;8.10;10.776589467776;59.941822284888;266.32
4788.41;2563;2576;115461.69;1216343.99;16.06;99.96;91.80;8.16;10.776559146244;59.941821271175;266.23
4790.21;2564;2577;115459.80;1216343.87;16.07;99.98;91.73;8.20;10.776525260417;59.941820110704;266.13
4792.01;2565;2578;115458.00;1216343.74;16.07;100.04;91.70;8.29;10.776493163888;59.941818982846;266.03
4793.81;2566;2579;115456.21;1216343.61;16.08;100.28;91.64;8.39;10.776461069146;59.941817828717;265.94
4795.61;2567;2580;115454.41;1216343.48;16.09;100.34;91.55;8.54;10.776428977979;59.941816648316;265.85
4797.41;2568;2581;115452.71;1216343.36;16.09;100.37;91.41;8.70;10.776398674322;59.941815508681;265.76
4799.21;2569;2582;115450.82;1216343.21;16.10;100.36;91.28;8.88;10.776364808157;59.941814207795;265.67
4801.01;2570;2583;115449.03;1216343.08;16.10;100.33;91.21;8.99;10.776332729503;59.941812946768;265.56
4802.81;2571;2584;115447.23;1216342.93;16.11;100.33;91.07;9.17;10.776300654423;59.941811659470;265.47
4804.61;2572;2585;115445.44;1216342.79;16.11;100.33;91.00;9.28;10.776268584706;59.941810345900;265.38
4806.41;2573;2586;115443.74;1216342.65;16.12;100.33;90.98;9.29;10.776238300712;59.941809081250;265.29
4808.21;2574;2587;115441.85;1216342.49;16.12;100.28;90.94;9.31;10.776204455997;59.941807639947;265.20
4810.01;2575;2588;115440.06;1216342.34;16.13;100.22;90.93;9.31;10.776172398793;59.941806245752;265.10
4811.81;2576;2589;115438.26;1216342.18;16.13;100.19;90.90;9.32;10.776140346951;59.941804825285;265.00
4813.61;2577;2590;115436.47;1216342.02;16.14;100.15;90.86;9.31;10.776108298685;59.941803378547;264.91
4815.41;2578;2591;115434.78;1216341.87;16.14;100.12;90.87;9.25;10.776078034353;59.941801988881;264.82
4817.21;2579;2592;115432.89;1216341.69;16.15;100.09;90.90;9.18;10.776044216451;59.941800407162;264.73
4819.01;2580;2593;115431.09;1216341.52;16.15;100.06;90.91;9.11;10.776012182484;59.941798880703;264.63
4820.81;2581;2594;115429.30;1216341.35;16.16;100.00;90.93;9.07;10.775980153880;59.941797327068;264.53
4822.61;2582;2595;115427.51;1216341.18;16.16;99.88;90.95;9.05;10.775948130639;59.941795748067;264.44
4824.41;2583;2596;115425.82;1216341.01;16.17;99.82;90.98;9.02;10.775917889544;59.941794232479;264.35
4826.21;2584;2597;115423.93;1216340.82;16.18;99.78;91.01;8.99;10.775884098455;59.941792510344;264.26
4828.01;2585;2598;115422.14;1216340.64;16.18;99.80;91.03;8.97;10.775852089514;59.941790850717;264.16
4829.81;2586;2599;115420.35;1216340.45;16.19;99.82;91.06;8.94;10.775820087722;59.941789164819;264.07
4831.61;2587;2600;115418.56;1216340.26;16.19;99.85;91.10;8.90;10.775788089506;59.941787452649;263.97
4833.41;2588;2601;115416.87;1216340.08;16.20;99.84;91.10;8.90;10.775757875224;59.941785811140;263.88
4835.21;2589;2602;115414.98;1216339.87;16.20;99.86;91.06;8.94;10.775724112735;59.941783949495;263.79
4837.01;2590;2603;115413.19;1216339.68;16.21;99.88;91.03;8.95;10.775692132394;59.941782157605;263.69
4838.81;2591;2604;115411.40;1216339.48;16.21;99.90;90.98;8.99;10.775660157415;59.941780338538;263.60
4840.61;2592;2605;115409.61;1216339.27;16.22;99.91;90.93;9.03;10.775628189586;59.941778494105;263.51
4842.41;2593;2606;115407.92;1216339.08;16.22;99.91;90.86;9.08;10.775598002117;59.941776727580;263.41
4844.21;2594;2607;115406.04;1216338.86;16.23;99.82;90.83;9.06;10.775564270016;59.941774725519;263.32
4846.01;2595;2608;115404.25;1216338.64;16.23;99.82;90.65;9.15;10.775532320062;59.941772801366;263.22
4847.81;2596;2609;115402.46;1216338.43;16.24;99.77;90.47;9.26;10.775500375471;59.941770850036;263.13
4849.61;2597;2610;115400.67;1216338.21;16.24;99.67;90.28;9.36;10.775468438030;59.941768872435;263.03
4851.41;2598;2611;115398.99;1216338.00;16.25;99.61;90.11;9.43;10.775438280949;59.941766981801;262.95
4853.21;2599;2612;115397.10;1216337.77;16.25;99.51;90.02;9.48;10.775404582810;59.941764839323;262.85
4855.01;2600;2613;115395.32;1216337.54;16.26;99.42;89.90;9.60;10.775372665032;59.941762782908;262.75
4856.81;2601;2614;115393.53;1216337.31;16.27;99.39;89.84;9.66;10.775340752616;59.941760699315;262.66
4858.61;2602;2615;115391.75;1216337.08;16.27;99.33;89.78;9.72;10.775308849137;59.941758589450;262.57
4860.41;2603;2616;115390.06;1216336.85;16.28;99.31;89.66;9.84;10.775278722444;59.941756572895;262.48
4862.21;2604;2617;115388.18;1216336.60;16.28;99.30;89.60;9.90;10.775245060055;59.941754291813;262.38
4864.01;2605;2618;115386.39;1216336.36;16.29;99.26;89.46;9.98;10.775213176239;59.941752102229;262.28
4865.81;2606;2619;115384.61;1216336.11;16.29;99.29;89.56;9.84;10.775181299574;59.941749886373;262.19
4867.61;2607;2620;115382.83;1216335.87;16.30;99.34;89.79;9.59;10.775149430058;59.941747644246;262.10
4869.41;2608;2621;115381.14;1216335.63;16.30;99.34;90.07;9.32;10.775119337327;59.941745503580;262.01
4871.21;2609;2622;115379.26;1216335.36;16.31;99.33;90.24;9.11;10.775085712476;59.941743082083;261.91
4873.01;2610;2623;115377.48;1216335.11;16.31;99.28;90.55;8.74;10.775053866198;59.941740761141;261.82
4874.81;2611;2624;115375.70;1216334.85;16.32;99.30;90.88;8.34;10.775022025283;59.941738413023;261.72
4876.61;2612;2625;115373.92;1216334.59;16.32;99.21;91.27;7.86;10.774990193304;59.941736039539;261.63
4878.41;2613;2626;115372.24;1216334.34;16.33;99.16;91.46;7.59;10.774960136324;59.941733773858;261.54
4880.21;2614;2627;115370.36;1216334.05;16.33;99.09;91.85;7.11;10.774926552586;59.941731212850;261.44
4882.01;2615;2628;115368.58;1216333.78;16.34;99.02;92.25;6.63;10.774894743845;59.941728759646;261.35
4883.81;2616;2629;115366.80;1216333.51;16.34;98.96;92.62;6.17;10.774862942255;59.941726280170;261.25
4885.61;2617;2630;115365.02;1216333.23;16.35;98.90;92.90;5.82;10.774831149602;59.941723774423;261.16
4887.41;2618;2631;115363.34;1216332.97;16.35;98.87;93.00;5.66;10.774801130159;59.941721383727;261.07
4889.21;2619;2632;115361.47;1216332.67;16.36;98.83;93.20;5.31;10.774767587534;59.941718684115;260.98
4891.01;2620;2633;115359.69;1216332.38;16.37;98.75;93.41;4.81;10.774735819906;59.941716098648;260.88
4892.81;2621;2634;115357.91;1216332.10;16.37;98.66;93.60;4.32;10.774704059429;59.941713486909;260.78
4894.61;2622;2635;115356.14;1216331.81;16.38;98.52;93.80;3.88;10.774672309676;59.941710849805;260.69
4896.41;2623;2636;115354.46;1216331.53;16.38;98.45;93.85;3.81;10.774642329558;59.941708334999;260.60
4898.21;2624;2637;115352.58;1216331.21;16.39;98.33;93.94;3.76;10.774608831621;59.941705496783;260.51
4900.01;2625;2638;115350.81;1216330.91;16.39;98.21;94.03;3.70;10.774577106893;59.941702779959;260.41
4901.81;2626;2639;115349.04;1216330.61;16.40;98.10;94.13;3.65;10.774545389316;59.941700035957;260.31
4903.61;2627;2640;115347.26;1216330.31;16.40;98.05;94.17;3.64;10.774513682464;59.941697267496;260.22
4905.41;2628;2641;115345.59;1216330.01;16.41;98.00;94.26;3.59;10.774483743459;59.941694628581;260.13
4907.21;2629;2642;115343.72;1216329.69;16.41;98.02;94.25;3.65;10.774450293784;59.941691650854;260.04
4909.01;2630;2643;115341.94;1216329.37;16.42;98.07;94.24;3.55;10.774418613744;59.941688802673;259.94
4910.81;2631;2644;115340.17;1216329.05;16.42;98.08;94.22;3.04;10.774386942642;59.941685928221;259.85
4912.61;2632;2645;115338.40;1216328.73;16.43;97.99;94.22;2.45;10.774355280478;59.941683027497;259.75
4914.41;2633;2646;115336.73;1216328.43;16.43;96.91;94.20;2.67;10.774325386160;59.941680264472;259.66
4916.21;2634;2647;115334.86;1216328.09;16.44;96.54;94.19;2.58;10.774291984748;59.941677148141;259.57
4918.01;2635;2648;115333.09;1216327.76;16.44;96.52;94.18;2.49;10.774260351184;59.941674168603;259.47
4919.81;2636;2649;115331.32;1216327.42;16.45;96.52;94.17;2.43;10.774228726557;59.941671162794;259.38
4921.61;2637;2650;115329.55;1216327.09;16.46;96.50;94.16;2.36;10.774197112655;59.941668131619;259.29
4923.41;2638;2651;115327.88;1216326.77;16.46;96.49;94.15;2.26;10.774167264813;59.941665244484;259.19
4925.21;2639;2652;115326.02;1216326.41;16.47;96.45;94.10;2.23;10.774133915239;59.941661989549;259.10
4927.01;2640;2653;115324.25;1216326.07;16.47;96.45;94.06;2.19;10.774102329937;59.941658879560;259.01
4928.81;2641;2654;115322.48;1216325.72;16.48;96.47;93.97;2.21;10.774070755361;59.941655742394;258.91
4930.61;2642;2655;115320.72;1216325.37;16.48;96.48;93.88;2.21;10.774039191509;59.941652579862;258.82
4932.41;2643;2656;115319.05;1216325.04;16.49;96.49;93.75;2.19;10.774009390142;59.941649569523;258.73
4934.21;2644;2657;115317.19;1216324.67;16.49;96.21;93.57;2.20;10.773976094194;59.941646176890;258.63
4936.01;2645;2658;115315.42;1216324.31;16.50;95.80;93.50;2.10;10.773944560730;59.941642935544;258.53
4937.81;2646;2659;115313.66;1216323.95;16.50;95.48;93.30;2.13;10.773913039778;59.941639667021;258.44
4939.61;2647;2660;115311.90;1216323.58;16.51;95.25;93.04;2.24;10.773881527765;59.941636374038;258.35
4941.41;2648;2661;115310.23;1216323.24;16.51;95.17;92.79;2.39;10.773851776448;59.941633239589;258.26
4943.21;2649;2662;115308.37;1216322.85;16.52;95.12;92.65;2.46;10.773818535912;59.941629709258;258.16
4945.01;2650;2663;115306.61;1216322.48;16.52;95.17;92.39;2.62;10.773787056074;59.941626337461;258.07
4946.81;2651;2664;115304.85;1216322.10;16.53;95.15;91.99;3.02;10.773755586960;59.941622939393;257.97
4948.61;2652;2665;115303.09;1216321.72;16.53;95.01;91.58;3.42;10.773724130359;59.941619515053;257.88
4950.41;2653;2666;115301.43;1216321.36;16.54;94.85;91.19;3.81;10.773694429093;59.941616257401;257.79
4952.21;2654;2667;115299.57;1216320.96;16.55;94.86;90.97;4.00;10.773661247545;59.941612589371;257.70
4954.01;2655;2668;115297.81;1216320.57;16.55;94.85;90.65;4.24;10.773629823119;59.941609087123;257.60
4955.81;2656;2669;115296.06;1216320.18;16.56;94.88;90.40;4.38;10.773598411206;59.941605558604;257.50
4957.61;2657;2670;115294.30;1216319.79;16.56;94.80;90.03;4.64;10.773567008230;59.941602003813;257.41
4959.41;2658;2671;115292.64;1216319.42;16.57;94.66;89.85;4.73;10.773537362377;59.941598623862;257.32
4961.21;2659;2672;115290.79;1216319.00;16.57;94.47;89.50;5.00;10.773504239816;59.941594818135;257.23
4963.01;2660;2673;115289.03;1216318.60;16.58;94.41;89.44;5.01;10.773472874379;59.941591185435;257.13
4964.81;2661;2674;115287.28;1216318.19;16.58;94.27;89.51;4.81;10.773441519666;59.941587526465;257.03
4966.61;2662;2675;115285.53;1216317.79;16.59;94.16;89.54;4.64;10.773410177465;59.941583842129;256.94
4968.41;2663;2676;115283.87;1216317.40;16.59;94.03;89.97;4.09;10.773380585237;59.941580338975;256.85
4970.21;2664;2677;115282.02;1216316.96;16.60;93.98;90.38;3.62;10.773347527027;59.941576395549;256.76
4972.01;2665;2678;115280.27;1216316.55;16.60;93.88;90.52;3.41;10.773316218790;59.941572633305;256.66
4973.81;2666;2679;115278.52;1216316.13;16.61;93.79;90.56;3.30;10.773284924852;59.941568844789;256.57
4975.61;2667;2680;115276.77;1216315.71;16.61;93.78;90.64;3.13;10.773253643427;59.941565030002;256.47
4977.41;2668;2681;115275.12;1216315.31;16.62;93.74;90.77;2.91;10.773224108399;59.941561404550;256.38
4979.21;2669;2682;115273.27;1216314.86;16.62;93.68;90.88;2.70;10.773191114540;59.941557324331;256.29
4981.01;2670;2683;115271.52;1216314.43;16.63;93.49;90.89;2.62;10.773159868865;59.941553432542;256.19
4982.81;2671;2684;115269.78;1216314.00;16.64;93.19;90.90;2.53;10.773128637490;59.941549514481;256.10
4984.61;2672;2685;115268.03;1216313.56;16.64;93.11;90.91;2.43;10.773097416841;59.941545570149;256.00
4986.41;2673;2686;115266.38;1216313.15;16.65;93.18;90.90;2.37;10.773067944376;59.941541822400;255.91
4988.21;2674;2687;115264.54;1216312.68;16.65;93.30;90.88;2.53;10.773035016654;59.941537605389;255.82
4990.01;2675;2688;115262.79;1216312.24;16.66;93.35;90.84;2.74;10.773003835330;59.941533584054;255.72
4991.81;2676;2689;115261.05;1216311.79;16.66;93.52;90.80;2.95;10.772972666518;59.941529536448;255.63
4993.61;2677;2690;115259.31;1216311.34;16.67;93.70;90.76;3.15;10.772941512006;59.941525462571;255.53
4995.41;2678;2691;115257.66;1216310.91;16.67;93.70;90.74;3.28;10.772912100316;59.941521592523;255.45
4997.21;2679;2692;115255.82;1216310.43;16.68;93.89;90.66;3.48;10.772879240520;59.941517239626;255.35
4999.01;2680;2693;115254.08;1216309.98;16.68;94.09;90.54;3.73;10.772848125333;59.941513088746;255.25
5000.81;2681;2694;115252.34;1216309.51;16.69;94.20;90.42;3.97;10.772817024447;59.941508912501;255.16
