date;manometer_id;pressure_bar;chainage_m;pressure_elev;dist_tbm;;;;;;;;
2024-10-22;Sensor 35;9.3724;2413.4;101.0354;375.21;;;;;;;;
2024-10-22;Sensor 36;13.6323;2420.6;143.6636;368.01;;;;;;;;
2024-10-22;Sensor 37;8.8319;1484.6;91.8134;1304.01;;;;;;;;
2024-10-22;Sensor 38;1.5203;1491.8;18.727;1296.81;;;;;;;;
2024-10-22;Sensor 4;4.0365;264.2;38.8451;2524.41;;;;;;;;
2024-10-22;Sensor 44;7.9554;842;80.4076;1946.61;;;;;;;;
2024-10-22;Sensor 45;8.1037;890.6;82.0903;1898.01;;;;;;;;
2024-10-22;Sensor 47;9.43;2485.4;101.9073;303.21;;;;;;;;
2024-10-22;Sensor 48;29.1126;2492.6;298.7625;296.01;;;;;;;;
2024-10-22;Sensor 5;8.5929;327.2;84.667;2461.41;;;;;;;;
2024-10-22;Sensor 6;8.4859;330.8;83.6118;2457.81;;;;;;;;
2024-10-22;Sensor 7;8.4509;419;83.6242;2369.61;;;;;;;;
2024-10-22;Sensor 8;8.4746;426.2;83.8908;2362.41;;;;;;;;
2024-10-22;Sensor 9;8.4559;455;83.8222;2333.61;;;;;;;;
2024-10-23;Sensor 10;8.3695;462.2;82.9878;2351.61;;;;;;;;
2024-10-23;Sensor 17;14.6257;1873.4;151.3492;940.41;;;;;;;;
2024-10-23;Sensor 18;9.669;1880.6;101.8118;933.21;;;;;;;;
2024-10-23;Sensor 19;0.1082;1941.8;6.4553;872.01;;;;;;;;
2024-10-23;Sensor 2;4.3912;212;42.3338;2601.81;;;;;;;;
2024-10-23;Sensor 22;5.3203;2067.8;59.0941;746.01;;;;;;;;
2024-10-23;Sensor 23;7.0338;2154.2;76.5838;659.61;;;;;;;;
2024-10-23;Sensor 24;9.5213;2161.4;101.4888;652.41;;;;;;;;
2024-10-23;Sensor 25;6.4045;696.2;64.2994;2117.61;;;;;;;;
2024-10-23;Sensor 26;8.1218;703.4;81.502;2110.41;;;;;;;;
2024-10-23;Sensor 27;8.0473;1036.4;82.1255;1777.41;;;;;;;;
2024-10-23;Sensor 3;3.2182;255.2;30.6485;2558.61;;;;;;;;
2024-10-23;Sensor 31;28.7316;2280.2;294.0796;533.61;;;;;;;;
2024-10-23;Sensor 32;9.5538;2287.4;102.3316;526.41;;;;;;;;
2024-10-23;Sensor 33;9.5044;2391.8;102.2666;422.01;;;;;;;;
2024-10-23;Sensor 34;9.4738;2399;101.9902;414.81;;;;;;;;
2024-10-23;Sensor 35;9.4231;2413.4;101.5424;400.41;;;;;;;;
2024-10-23;Sensor 36;19.4749;2420.6;202.0896;393.21;;;;;;;;
2024-10-23;Sensor 37;8.8594;1484.6;92.0884;1329.21;;;;;;;;
2024-10-23;Sensor 38;0.8659;1491.8;12.183;1322.01;;;;;;;;
2024-10-23;Sensor 4;3.999;264.2;38.4701;2549.61;;;;;;;;
2024-10-23;Sensor 41;0;1142.6;2.0889;1671.21;;;;;;;;
2024-10-23;Sensor 42;8.1187;1149.8;83.3055;1664.01;;;;;;;;
2024-10-23;Sensor 43;0;836.6;0.8314;1977.21;;;;;;;;
2024-10-23;Sensor 44;7.9685;842;80.5386;1971.81;;;;;;;;
2024-10-23;Sensor 45;8.1155;890.6;82.2083;1923.21;;;;;;;;
2024-10-23;Sensor 47;9.4706;2485.4;102.3133;328.41;;;;;;;;
2024-10-23;Sensor 48;29.1802;2492.6;299.4385;321.21;;;;;;;;
2024-10-23;Sensor 5;8.6048;327.2;84.786;2486.61;;;;;;;;
2024-10-23;Sensor 6;8.4928;330.8;83.6808;2483.01;;;;;;;;
2024-10-23;Sensor 7;8.4646;419;83.7612;2394.81;;;;;;;;
2024-10-23;Sensor 8;8.4828;426.2;83.9728;2387.61;;;;;;;;
2024-10-23;Sensor 9;8.4696;455;83.9592;2358.81;;;;;;;;
2024-10-24;Sensor 10;8.3658;462.2;82.9508;2364.21;;;;;;;;
2024-10-24;Sensor 12;0.0213;1598;4.1734;1228.41;;;;;;;;
2024-10-24;Sensor 17;15.0568;1873.4;155.6602;953.01;;;;;;;;
2024-10-24;Sensor 18;9.6877;1880.6;101.9988;945.81;;;;;;;;
2024-10-24;Sensor 19;0.1151;1941.8;6.5243;884.61;;;;;;;;
2024-10-24;Sensor 2;4.3962;212;42.3838;2614.41;;;;;;;;
2024-10-24;Sensor 22;5.3253;2067.8;59.1441;758.61;;;;;;;;
2024-10-24;Sensor 23;7.0376;2154.2;76.6218;672.21;;;;;;;;
2024-10-24;Sensor 24;9.567;2161.4;101.9458;665.01;;;;;;;;
2024-10-24;Sensor 25;6.3995;696.2;64.2494;2130.21;;;;;;;;
2024-10-24;Sensor 26;8.1268;703.4;81.552;2123.01;;;;;;;;
2024-10-24;Sensor 27;8.0592;1036.4;82.2445;1790.01;;;;;;;;
2024-10-24;Sensor 3;3.2163;255.2;30.6295;2571.21;;;;;;;;
2024-10-24;Sensor 30;2.0921;1275.8;23.5573;1550.61;;;;;;;;
2024-10-24;Sensor 31;29.2077;2280.2;298.8406;546.21;;;;;;;;
2024-10-24;Sensor 32;9.5926;2287.4;102.7196;539.01;;;;;;;;
2024-10-24;Sensor 33;9.5432;2391.8;102.6546;434.61;;;;;;;;
2024-10-24;Sensor 34;9.5075;2399;102.3272;427.41;;;;;;;;
2024-10-24;Sensor 35;9.4469;2413.4;101.7804;413.01;;;;;;;;
2024-10-24;Sensor 36;0;2420.6;7.3406;405.81;;;;;;;;
2024-10-24;Sensor 37;8.8794;1484.6;92.2884;1341.81;;;;;;;;
2024-10-24;Sensor 38;1.6016;1491.8;19.54;1334.61;;;;;;;;
2024-10-24;Sensor 4;3.9445;264.2;37.9251;2562.21;;;;;;;;
2024-10-24;Sensor 42;8.1155;1149.8;83.2735;1676.61;;;;;;;;
2024-10-24;Sensor 44;7.9773;842;80.6266;1984.41;;;;;;;;
2024-10-24;Sensor 46;7.0307;897.8;71.3899;1928.61;;;;;;;;
2024-10-24;Sensor 47;9.4913;2485.4;102.5203;341.01;;;;;;;;
2024-10-24;Sensor 48;29.2358;2492.6;299.9945;333.81;;;;;;;;
2024-10-24;Sensor 5;8.6067;327.2;84.805;2499.21;;;;;;;;
2024-10-24;Sensor 6;8.4897;330.8;83.6498;2495.61;;;;;;;;
2024-10-24;Sensor 7;8.4678;419;83.7932;2407.41;;;;;;;;
2024-10-24;Sensor 8;8.4897;426.2;84.0418;2400.21;;;;;;;;
2024-10-24;Sensor 9;8.4728;455;83.9912;2371.41;;;;;;;;
2024-10-25;Sensor 10;8.444;462.2;83.7328;2382.21;;;;;;;;
2024-10-25;Sensor 12;0.0231;1598;4.1914;1246.41;;;;;;;;
2024-10-25;Sensor 17;14.4568;1873.4;149.6602;971.01;;;;;;;;
2024-10-25;Sensor 18;9.7084;1880.6;102.2058;963.81;;;;;;;;
2024-10-25;Sensor 19;0.1182;1941.8;6.5553;902.61;;;;;;;;
2024-10-25;Sensor 2;4.318;212;41.6018;2632.41;;;;;;;;
2024-10-25;Sensor 22;5.3372;2067.8;59.2631;776.61;;;;;;;;
2024-10-25;Sensor 23;7.2065;2154.2;78.3108;690.21;;;;;;;;
2024-10-25;Sensor 24;9.6101;2161.4;102.3768;683.01;;;;;;;;
2024-10-25;Sensor 25;6.8937;696.2;69.1914;2148.21;;;;;;;;
2024-10-25;Sensor 26;8.3132;703.4;83.416;2141.01;;;;;;;;
2024-10-25;Sensor 27;8.2357;1036.4;84.0095;1808.01;;;;;;;;
2024-10-25;Sensor 3;3.2201;255.2;30.6675;2589.21;;;;;;;;
2024-10-25;Sensor 30;2.0564;1275.8;23.2003;1568.61;;;;;;;;
2024-10-25;Sensor 31;29.4617;2280.2;301.3806;564.21;;;;;;;;
2024-10-25;Sensor 32;9.6283;2287.4;103.0766;557.01;;;;;;;;
2024-10-25;Sensor 33;9.5682;2391.8;102.9046;452.61;;;;;;;;
2024-10-25;Sensor 34;9.5463;2399;102.7152;445.41;;;;;;;;
2024-10-25;Sensor 35;16.8461;2413.4;175.7724;431.01;;;;;;;;
2024-10-25;Sensor 37;8.8763;1484.6;92.2574;1359.81;;;;;;;;
2024-10-25;Sensor 38;1.0636;1491.8;14.16;1352.61;;;;;;;;
2024-10-25;Sensor 4;3.7806;264.2;36.2861;2580.21;;;;;;;;
2024-10-25;Sensor 40;0.0013;1383.8;3.0932;1460.61;;;;;;;;
2024-10-25;Sensor 42;8.3007;1149.8;85.1255;1694.61;;;;;;;;
2024-10-25;Sensor 44;8.1456;842;82.3096;2002.41;;;;;;;;
2024-10-25;Sensor 45;8.3007;890.6;84.0603;1953.81;;;;;;;;
2024-10-25;Sensor 46;7.0376;897.8;71.4589;1946.61;;;;;;;;
2024-10-25;Sensor 47;9.5201;2485.4;102.8083;359.01;;;;;;;;
2024-10-25;Sensor 48;29.2815;2492.6;300.4515;351.81;;;;;;;;
2024-10-25;Sensor 5;8.673;327.2;85.468;2517.21;;;;;;;;
2024-10-25;Sensor 6;8.5622;330.8;84.3748;2513.61;;;;;;;;
2024-10-25;Sensor 7;8.5422;419;84.5372;2425.41;;;;;;;;
2024-10-25;Sensor 8;8.5591;426.2;84.7358;2418.21;;;;;;;;
2024-10-25;Sensor 9;8.551;455;84.7732;2389.41;;;;;;;;
2024-10-26;Sensor 10;8.4815;462.2;84.1078;2403.81;;;;;;;;
2024-10-26;Sensor 17;22.1507;1873.4;226.5992;992.61;;;;;;;;
2024-10-26;Sensor 18;9.7315;1880.6;102.4368;985.41;;;;;;;;
2024-10-26;Sensor 19;0.1132;1941.8;6.5053;924.21;;;;;;;;
2024-10-26;Sensor 2;4.2886;212;41.3078;2654.01;;;;;;;;
2024-10-26;Sensor 22;5.3609;2067.8;59.5001;798.21;;;;;;;;
2024-10-26;Sensor 23;7.4424;2154.2;80.6698;711.81;;;;;;;;
2024-10-26;Sensor 24;9.6596;2161.4;102.8718;704.61;;;;;;;;
2024-10-26;Sensor 25;6.7936;696.2;68.1904;2169.81;;;;;;;;
2024-10-26;Sensor 26;8.3339;703.4;83.623;2162.61;;;;;;;;
2024-10-26;Sensor 27;8.2507;1036.4;84.1595;1829.61;;;;;;;;
2024-10-26;Sensor 3;3.2219;255.2;30.6855;2610.81;;;;;;;;
2024-10-26;Sensor 30;1.9957;1275.8;22.5933;1590.21;;;;;;;;
2024-10-26;Sensor 31;29.5787;2280.2;302.5506;585.81;;;;;;;;
2024-10-26;Sensor 32;9.6758;2287.4;103.5516;578.61;;;;;;;;
2024-10-26;Sensor 33;9.6058;2391.8;103.2806;474.21;;;;;;;;
2024-10-26;Sensor 34;9.592;2399;103.1722;467.01;;;;;;;;
2024-10-26;Sensor 35;16.8949;2413.4;176.2604;452.61;;;;;;;;
2024-10-26;Sensor 36;19.6695;2420.6;204.0356;445.41;;;;;;;;
2024-10-26;Sensor 37;8.9401;1484.6;92.8954;1381.41;;;;;;;;
2024-10-26;Sensor 38;0.859;1491.8;12.114;1374.21;;;;;;;;
2024-10-26;Sensor 4;3.6855;264.2;35.3351;2601.81;;;;;;;;
2024-10-26;Sensor 40;0.005;1383.8;3.1302;1482.21;;;;;;;;
2024-10-26;Sensor 42;8.3295;1149.8;85.4135;1716.21;;;;;;;;
2024-10-26;Sensor 44;8.1606;842;82.4596;2024.01;;;;;;;;
2024-10-26;Sensor 45;8.3295;890.6;84.3483;1975.41;;;;;;;;
2024-10-26;Sensor 46;7.047;897.8;71.5529;1968.21;;;;;;;;
2024-10-26;Sensor 47;9.5639;2485.4;103.2463;380.61;;;;;;;;
2024-10-26;Sensor 48;29.3666;2492.6;301.3025;373.41;;;;;;;;
2024-10-26;Sensor 5;8.6967;327.2;85.705;2538.81;;;;;;;;
2024-10-26;Sensor 6;8.5948;330.8;84.7008;2535.21;;;;;;;;
2024-10-26;Sensor 7;8.5679;419;84.7942;2447.01;;;;;;;;
2024-10-26;Sensor 8;8.5848;426.2;84.9928;2439.81;;;;;;;;
2024-10-26;Sensor 9;8.5747;455;85.0102;2411.01;;;;;;;;
2024-10-27;Sensor 10;8.4728;462.2;84.0208;2430.81;;;;;;;;
2024-10-27;Sensor 13;0.137;1715;5.8113;1178.01;;;;;;;;
2024-10-27;Sensor 14;9.1597;1722.2;96.0674;1170.81;;;;;;;;
2024-10-27;Sensor 15;9.8172;1805;102.9831;1088.01;;;;;;;;
2024-10-27;Sensor 17;14.1202;1873.4;146.2942;1019.61;;;;;;;;
2024-10-27;Sensor 18;9.7484;1880.6;102.6058;1012.41;;;;;;;;
2024-10-27;Sensor 19;0.1051;1941.8;6.4243;951.21;;;;;;;;
2024-10-27;Sensor 2;4.2617;212;41.0388;2681.01;;;;;;;;
2024-10-27;Sensor 22;5.3647;2067.8;59.5381;825.21;;;;;;;;
2024-10-27;Sensor 23;7.3535;2154.2;79.7808;738.81;;;;;;;;
2024-10-27;Sensor 24;9.6833;2161.4;103.1088;731.61;;;;;;;;
2024-10-27;Sensor 25;6.6779;696.2;67.0334;2196.81;;;;;;;;
2024-10-27;Sensor 26;8.3151;703.4;83.435;2189.61;;;;;;;;
2024-10-27;Sensor 27;8.2288;1036.4;83.9405;1856.61;;;;;;;;
2024-10-27;Sensor 30;1.9632;1275.8;22.2683;1617.21;;;;;;;;
2024-10-27;Sensor 31;29.4173;2280.2;300.9366;612.81;;;;;;;;
2024-10-27;Sensor 32;9.6977;2287.4;103.7706;605.61;;;;;;;;
2024-10-27;Sensor 33;9.6258;2391.8;103.4806;501.21;;;;;;;;
2024-10-27;Sensor 34;9.6139;2399;103.3912;494.01;;;;;;;;
2024-10-27;Sensor 35;16.9017;2413.4;176.3284;479.61;;;;;;;;
2024-10-27;Sensor 36;17.2189;2420.6;179.5296;472.41;;;;;;;;
2024-10-27;Sensor 37;8.9689;1484.6;93.1834;1408.41;;;;;;;;
2024-10-27;Sensor 38;0.9891;1491.8;13.415;1401.21;;;;;;;;
2024-10-27;Sensor 4;3.6749;264.2;35.2291;2628.81;;;;;;;;
2024-10-27;Sensor 40;0.0013;1383.8;3.0932;1509.21;;;;;;;;
2024-10-27;Sensor 42;8.3145;1149.8;85.2635;1743.21;;;;;;;;
2024-10-27;Sensor 44;8.1406;842;82.2596;2051.01;;;;;;;;
2024-10-27;Sensor 45;8.3145;890.6;84.1983;2002.41;;;;;;;;
2024-10-27;Sensor 46;7.032;897.8;71.4029;1995.21;;;;;;;;
2024-10-27;Sensor 47;9.5707;2485.4;103.3143;407.61;;;;;;;;
2024-10-27;Sensor 48;29.3835;2492.6;301.4715;400.41;;;;;;;;
2024-10-27;Sensor 5;8.6917;327.2;85.655;2565.81;;;;;;;;
2024-10-27;Sensor 6;8.5879;330.8;84.6318;2562.21;;;;;;;;
2024-10-27;Sensor 7;8.5591;419;84.7062;2474.01;;;;;;;;
2024-10-27;Sensor 8;8.5747;426.2;84.8918;2466.81;;;;;;;;
2024-10-27;Sensor 9;8.566;455;84.9232;2438.01;;;;;;;;
2024-10-28;Sensor 10;8.9339;462.2;88.6318;2432.61;;;;;;;;
2024-10-28;Sensor 12;0.0213;1598;4.1734;1296.81;;;;;;;;
2024-10-28;Sensor 17;14.3786;1873.4;148.8782;1021.41;;;;;;;;
2024-10-28;Sensor 18;9.7722;1880.6;102.8438;1014.21;;;;;;;;
2024-10-28;Sensor 19;0.0995;1941.8;6.3683;953.01;;;;;;;;
2024-10-28;Sensor 2;4.8567;212;46.9888;2682.81;;;;;;;;
2024-10-28;Sensor 22;5.3478;2067.8;59.3691;827.01;;;;;;;;
2024-10-28;Sensor 23;7.1946;2154.2;78.1918;740.61;;;;;;;;
2024-10-28;Sensor 24;9.7059;2161.4;103.3348;733.41;;;;;;;;
2024-10-28;Sensor 25;7.5763;696.2;76.0174;2198.61;;;;;;;;
2024-10-28;Sensor 26;8.6686;703.4;86.97;2191.41;;;;;;;;
2024-10-28;Sensor 27;8.5697;1036.4;87.3495;1858.41;;;;;;;;
2024-10-28;Sensor 3;3.2201;255.2;30.6675;2639.61;;;;;;;;
2024-10-28;Sensor 30;2.9855;1275.8;32.4913;1619.01;;;;;;;;
2024-10-28;Sensor 31;28.7366;2280.2;294.1296;614.61;;;;;;;;
2024-10-28;Sensor 32;9.7165;2287.4;103.9586;607.41;;;;;;;;
2024-10-28;Sensor 33;9.6358;2391.8;103.5806;503.01;;;;;;;;
2024-10-28;Sensor 34;9.6239;2399;103.4912;495.81;;;;;;;;
2024-10-28;Sensor 35;16.9068;2413.4;176.3794;481.41;;;;;;;;
2024-10-28;Sensor 36;16.7103;2420.6;174.4436;474.21;;;;;;;;
2024-10-28;Sensor 37;9.0096;1484.6;93.5904;1410.21;;;;;;;;
2024-10-28;Sensor 38;3.5523;1491.8;39.047;1403.01;;;;;;;;
2024-10-28;Sensor 4;8.4315;264.2;82.7951;2630.61;;;;;;;;
2024-10-28;Sensor 40;0;1383.8;3.0802;1511.01;;;;;;;;
2024-10-28;Sensor 42;8.6555;1149.8;88.6735;1745.01;;;;;;;;
2024-10-28;Sensor 44;8.4528;842;85.3816;2052.81;;;;;;;;
2024-10-28;Sensor 45;8.6555;890.6;87.6083;2004.21;;;;;;;;
2024-10-28;Sensor 46;7.0201;897.8;71.2839;1997.01;;;;;;;;
2024-10-28;Sensor 47;9.5588;2485.4;103.1953;409.41;;;;;;;;
2024-10-28;Sensor 48;29.3716;2492.6;301.3525;402.21;;;;;;;;
2024-10-28;Sensor 5;9.1222;327.2;89.96;2567.61;;;;;;;;
2024-10-28;Sensor 6;9.0264;330.8;89.0168;2564.01;;;;;;;;
2024-10-28;Sensor 7;9.0152;419;89.2672;2475.81;;;;;;;;
2024-10-28;Sensor 8;9.0289;426.2;89.4338;2468.61;;;;;;;;
2024-10-28;Sensor 9;9.0183;455;89.4462;2439.81;;;;;;;;
2024-10-29;Sensor 10;8.9489;462.2;88.7818;2452.41;;;;;;;;
2024-10-29;Sensor 12;0.0231;1598;4.1914;1316.61;;;;;;;;
2024-10-29;Sensor 17;14.6326;1873.4;151.4182;1041.21;;;;;;;;
2024-10-29;Sensor 18;9.764;1880.6;102.7618;1034.01;;;;;;;;
2024-10-29;Sensor 19;0.1014;1941.8;6.3873;972.81;;;;;;;;
2024-10-29;Sensor 2;5.2164;212;50.5858;2702.61;;;;;;;;
2024-10-29;Sensor 23;7.4849;2154.2;81.0948;760.41;;;;;;;;
2024-10-29;Sensor 24;9.6852;2161.4;103.1278;753.21;;;;;;;;
2024-10-29;Sensor 26;8.6924;703.4;87.208;2211.21;;;;;;;;
2024-10-29;Sensor 27;8.5916;1036.4;87.5685;1878.21;;;;;;;;
2024-10-29;Sensor 30;3.5967;1275.8;38.6033;1638.81;;;;;;;;
2024-10-29;Sensor 31;28.3975;2280.2;290.7386;634.41;;;;;;;;
2024-10-29;Sensor 32;9.684;2287.4;103.6336;627.21;;;;;;;;
2024-10-29;Sensor 33;9.6089;2391.8;103.3116;522.81;;;;;;;;
2024-10-29;Sensor 34;9.592;2399;103.1722;515.61;;;;;;;;
2024-10-29;Sensor 35;16.8761;2413.4;176.0724;501.21;;;;;;;;
2024-10-29;Sensor 36;17.0757;2420.6;178.0976;494.01;;;;;;;;
2024-10-29;Sensor 37;8.9895;1484.6;93.3894;1430.01;;;;;;;;
2024-10-29;Sensor 38;1.5966;1491.8;19.49;1422.81;;;;;;;;
2024-10-29;Sensor 4;8.3958;264.2;82.4381;2650.41;;;;;;;;
2024-10-29;Sensor 42;8.6736;1149.8;88.8545;1764.81;;;;;;;;
2024-10-29;Sensor 44;8.4797;842;85.6506;2072.61;;;;;;;;
2024-10-29;Sensor 45;8.6736;890.6;87.7893;2024.01;;;;;;;;
2024-10-29;Sensor 46;7.0238;897.8;71.3209;2016.81;;;;;;;;
2024-10-29;Sensor 47;9.552;2485.4;103.1273;429.21;;;;;;;;
2024-10-29;Sensor 48;29.3547;2492.6;301.1835;422.01;;;;;;;;
2024-10-29;Sensor 5;9.1528;327.2;90.266;2587.41;;;;;;;;
2024-10-29;Sensor 6;9.0471;330.8;89.2238;2583.81;;;;;;;;
2024-10-29;Sensor 7;9.0408;419;89.5232;2495.61;;;;;;;;
2024-10-29;Sensor 8;9.0558;426.2;89.7028;2488.41;;;;;;;;
2024-10-29;Sensor 9;9.0471;455;89.7342;2459.61;;;;;;;;
2024-10-30;Sensor 10;8.9576;462.2;88.8688;2454.21;;;;;;;;
2024-10-30;Sensor 12;0.0213;1598;4.1734;1318.41;;;;;;;;
2024-10-30;Sensor 17;14.7152;1873.4;152.2442;1043.01;;;;;;;;
2024-10-30;Sensor 18;9.7703;1880.6;102.8248;1035.81;;;;;;;;
2024-10-30;Sensor 19;0.0995;1941.8;6.3683;974.61;;;;;;;;
2024-10-30;Sensor 2;5.1038;212;49.4598;2704.41;;;;;;;;
2024-10-30;Sensor 22;5.3866;2067.8;59.7571;848.61;;;;;;;;
2024-10-30;Sensor 23;7.3379;2154.2;79.6248;762.21;;;;;;;;
2024-10-30;Sensor 24;9.6614;2161.4;102.8898;755.01;;;;;;;;
2024-10-30;Sensor 25;7.5744;696.2;75.9984;2220.21;;;;;;;;
2024-10-30;Sensor 26;8.6836;703.4;87.12;2213.01;;;;;;;;
2024-10-30;Sensor 27;8.5816;1036.4;87.4685;1880.01;;;;;;;;
2024-10-30;Sensor 3;3.2219;255.2;30.6855;2661.21;;;;;;;;
2024-10-30;Sensor 30;4.0722;1275.8;43.3583;1640.61;;;;;;;;
2024-10-30;Sensor 31;28.6108;2280.2;292.8716;636.21;;;;;;;;
2024-10-30;Sensor 32;9.6502;2287.4;103.2956;629.01;;;;;;;;
2024-10-30;Sensor 33;9.5782;2391.8;103.0046;524.61;;;;;;;;
2024-10-30;Sensor 34;9.5664;2399;102.9162;517.41;;;;;;;;
2024-10-30;Sensor 35;16.8592;2413.4;175.9034;503.01;;;;;;;;
2024-10-30;Sensor 36;16.0891;2420.6;168.2316;495.81;;;;;;;;
2024-10-30;Sensor 37;9.0014;1484.6;93.5084;1431.81;;;;;;;;
2024-10-30;Sensor 38;2.7928;1491.8;31.452;1424.61;;;;;;;;
2024-10-30;Sensor 4;8.302;264.2;81.5001;2652.21;;;;;;;;
2024-10-30;Sensor 42;8.6655;1149.8;88.7735;1766.61;;;;;;;;
2024-10-30;Sensor 44;8.4665;842;85.5186;2074.41;;;;;;;;
2024-10-30;Sensor 45;8.6655;890.6;87.7083;2025.81;;;;;;;;
2024-10-30;Sensor 46;7.0026;897.8;71.1089;2018.61;;;;;;;;
2024-10-30;Sensor 47;9.542;2485.4;103.0273;431.01;;;;;;;;
2024-10-30;Sensor 48;29.3322;2492.6;300.9585;423.81;;;;;;;;
2024-10-30;Sensor 5;9.1459;327.2;90.197;2589.21;;;;;;;;
2024-10-30;Sensor 6;9.054;330.8;89.2928;2585.61;;;;;;;;
2024-10-30;Sensor 7;9.044;419;89.5552;2497.41;;;;;;;;
2024-10-30;Sensor 9;9.0408;455;89.6712;2461.41;;;;;;;;
2024-10-31;Sensor 10;8.9645;462.2;88.9378;2477.61;;;;;;;;
2024-10-31;Sensor 13;0.1351;1715;5.7923;1224.81;;;;;;;;
2024-10-31;Sensor 14;9.2173;1722.2;96.6434;1217.61;;;;;;;;
2024-10-31;Sensor 15;9.7953;1805;102.7641;1134.81;;;;;;;;
2024-10-31;Sensor 17;11.9306;1873.4;124.3982;1066.41;;;;;;;;
2024-10-31;Sensor 18;9.6996;1880.6;102.1178;1059.21;;;;;;;;
2024-10-31;Sensor 19;0.1064;1941.8;6.4373;998.01;;;;;;;;
2024-10-31;Sensor 2;5.0356;212;48.7778;2727.81;;;;;;;;
2024-10-31;Sensor 22;5.4448;2067.8;60.3391;872.01;;;;;;;;
2024-10-31;Sensor 23;7.4117;2154.2;80.3628;785.61;;;;;;;;
2024-10-31;Sensor 24;9.5945;2161.4;102.2208;778.41;;;;;;;;
2024-10-31;Sensor 25;7.5325;696.2;75.5794;2243.61;;;;;;;;
2024-10-31;Sensor 26;8.6905;703.4;87.189;2236.41;;;;;;;;
2024-10-31;Sensor 27;8.5904;1036.4;87.5565;1903.41;;;;;;;;
2024-10-31;Sensor 3;3.2163;255.2;30.6295;2684.61;;;;;;;;
2024-10-31;Sensor 31;28.3687;2280.2;290.4506;659.61;;;;;;;;
2024-10-31;Sensor 32;9.5201;2287.4;101.9946;652.41;;;;;;;;
2024-10-31;Sensor 33;9.4519;2391.8;101.7416;548.01;;;;;;;;
2024-10-31;Sensor 34;9.4312;2399;101.5642;540.81;;;;;;;;
2024-10-31;Sensor 35;16.8204;2413.4;175.5154;526.41;;;;;;;;
2024-10-31;Sensor 36;16.3575;2420.6;170.9156;519.21;;;;;;;;
2024-10-31;Sensor 37;9.0096;1484.6;93.5904;1455.21;;;;;;;;
2024-10-31;Sensor 38;2.2904;1491.8;26.428;1448.01;;;;;;;;
2024-10-31;Sensor 4;8.1862;264.2;80.3421;2675.61;;;;;;;;
2024-10-31;Sensor 42;8.6705;1149.8;88.8235;1790.01;;;;;;;;
2024-10-31;Sensor 44;8.4746;842;85.5996;2097.81;;;;;;;;
2024-10-31;Sensor 45;8.6705;890.6;87.7583;2049.21;;;;;;;;
2024-10-31;Sensor 47;8.982;2485.4;97.4273;454.41;;;;;;;;
2024-10-31;Sensor 48;28.0935;2492.6;288.5715;447.21;;;;;;;;
2024-10-31;Sensor 5;9.1591;327.2;90.329;2612.61;;;;;;;;
2024-10-31;Sensor 6;9.0659;330.8;89.4118;2609.01;;;;;;;;
2024-10-31;Sensor 7;9.0527;419;89.6422;2520.81;;;;;;;;
2024-10-31;Sensor 8;9.0696;426.2;89.8408;2513.61;;;;;;;;
2024-10-31;Sensor 9;9.0577;455;89.8402;2484.81;;;;;;;;
2024-11-01;Sensor 1;0;204.8;-1.5857;2760.21;;;;;;;;
2024-11-01;Sensor 10;8.9845;462.2;89.1378;2502.81;;;;;;;;
2024-11-01;Sensor 10;8.9895;462.2;89.1878;2502.81;;;;;;;;
2024-11-01;Sensor 12;0.0231;1598;4.1914;1367.01;;;;;;;;
2024-11-01;Sensor 17;12.1958;1873.4;127.0502;1091.61;;;;;;;;
2024-11-01;Sensor 18;9.7991;1880.6;103.1128;1084.41;;;;;;;;
2024-11-01;Sensor 18;9.7978;1880.6;103.0998;1084.41;;;;;;;;
2024-11-01;Sensor 19;0.0744;1941.8;6.1173;1023.21;;;;;;;;
2024-11-01;Sensor 19;0.0776;1941.8;6.1493;1023.21;;;;;;;;
2024-11-01;Sensor 2;4.8923;212;47.3448;2753.01;;;;;;;;
2024-11-01;Sensor 2;4.9024;212;47.4458;2753.01;;;;;;;;
2024-11-01;Sensor 21;0;2060.6;5.8611;904.41;;;;;;;;
2024-11-01;Sensor 22;5.5574;2067.8;61.4651;897.21;;;;;;;;
2024-11-01;Sensor 22;5.5524;2067.8;61.4151;897.21;;;;;;;;
2024-11-01;Sensor 23;7.5775;2154.2;82.0208;810.81;;;;;;;;
2024-11-01;Sensor 23;7.6438;2154.2;82.6838;810.81;;;;;;;;
2024-11-01;Sensor 24;9.6496;2161.4;102.7718;803.61;;;;;;;;
2024-11-01;Sensor 24;9.6508;2161.4;102.7838;803.61;;;;;;;;
2024-11-01;Sensor 25;7.4555;696.2;74.8094;2268.81;;;;;;;;
2024-11-01;Sensor 25;7.4643;696.2;74.8974;2268.81;;;;;;;;
2024-11-01;Sensor 26;8.6855;703.4;87.139;2261.61;;;;;;;;
2024-11-01;Sensor 26;8.6836;703.4;87.12;2261.61;;;;;;;;
2024-11-01;Sensor 27;8.5904;1036.4;87.5565;1928.61;;;;;;;;
2024-11-01;Sensor 27;8.5866;1036.4;87.5185;1928.61;;;;;;;;
2024-11-01;Sensor 3;3.2219;255.2;30.6855;2709.81;;;;;;;;
2024-11-01;Sensor 31;28.4469;2280.2;291.2326;684.81;;;;;;;;
