date;manometer_id;pressure_bar;chainage_m;pressure_elev;dist_tbm;;;;;;;;
2024-07-11;Sensor 1;0;204.8;-1.5857;1370.61;;;;;;;;
2024-07-11;Sensor 2;3.4841;212;33.2628;1363.41;;;;;;;;
2024-07-11;Sensor 3;3.2201;255.2;30.6675;1320.21;;;;;;;;
2024-07-11;Sensor 4;8.4227;264.2;82.7071;1311.21;;;;;;;;
2024-07-12;Sensor 1;0.0013;204.8;-1.5727;1392.21;;;;;;;;
2024-07-12;Sensor 2;3.3514;212;31.9358;1385.01;;;;;;;;
2024-07-12;Sensor 3;3.2219;255.2;30.6855;1341.81;;;;;;;;
2024-07-12;Sensor 4;7.9848;264.2;78.3281;1332.81;;;;;;;;
2024-07-13;Sensor 3;3.2201;255.2;30.6675;1368.81;;;;;;;;
2024-07-13;Sensor 4;8.0955;264.2;79.4351;1359.81;;;;;;;;
2024-07-14;Sensor 3;3.2219;255.2;30.6855;1381.41;;;;;;;;
2024-07-14;Sensor 4;8.372;264.2;82.2001;1372.41;;;;;;;;
2024-07-15;Sensor 1;0.0131;204.8;-1.4547;1431.81;;;;;;;;
2024-07-15;Sensor 2;3.6887;212;35.3088;1424.61;;;;;;;;
2024-07-15;Sensor 3;3.2201;255.2;30.6675;1381.41;;;;;;;;
2024-07-15;Sensor 4;8.4484;264.2;82.9641;1372.41;;;;;;;;
2024-07-16;Sensor 10;8.1812;462.2;81.1048;1174.41;;;;;;;;
2024-07-16;Sensor 2;3.8113;212;36.5348;1424.61;;;;;;;;
2024-07-16;Sensor 3;3.2182;255.2;30.6485;1381.41;;;;;;;;
2024-07-16;Sensor 4;8.4502;264.2;82.9821;1372.41;;;;;;;;
2024-07-16;Sensor 7;8.2863;419;81.9782;1217.61;;;;;;;;
2024-07-16;Sensor 8;8.2494;426.2;81.6388;1210.41;;;;;;;;
2024-07-16;Sensor 9;8.2763;455;82.0262;1181.61;;;;;;;;
2024-07-17;Sensor 1;0;204.8;-1.5857;1431.81;;;;;;;;
2024-07-17;Sensor 10;8.18;462.2;81.0928;1174.41;;;;;;;;
2024-07-17;Sensor 2;4.0215;212;38.6368;1424.61;;;;;;;;
2024-07-17;Sensor 3;3.2201;255.2;30.6675;1381.41;;;;;;;;
2024-07-17;Sensor 4;8.4434;264.2;82.9141;1372.41;;;;;;;;
2024-07-17;Sensor 7;8.2813;419;81.9282;1217.61;;;;;;;;
2024-07-17;Sensor 9;8.2713;455;81.9762;1181.61;;;;;;;;
2024-07-18;Sensor 10;8.1625;462.2;80.9178;1174.41;;;;;;;;
2024-07-18;Sensor 2;4.146;212;39.8818;1424.61;;;;;;;;
2024-07-18;Sensor 3;3.2182;255.2;30.6485;1381.41;;;;;;;;
2024-07-18;Sensor 7;8.2626;419;81.7412;1217.61;;;;;;;;
2024-07-18;Sensor 8;8.2338;426.2;81.4828;1210.41;;;;;;;;
2024-07-18;Sensor 9;8.2526;455;81.7892;1181.61;;;;;;;;
2024-07-19;Sensor 10;8.1443;462.2;80.7358;1174.41;;;;;;;;
2024-07-19;Sensor 2;4.3024;212;41.4458;1424.61;;;;;;;;
2024-07-19;Sensor 3;3.2163;255.2;30.6295;1381.41;;;;;;;;
2024-07-19;Sensor 7;8.2544;419;81.6592;1217.61;;;;;;;;
2024-07-19;Sensor 8;8.2238;426.2;81.3828;1210.41;;;;;;;;
2024-07-19;Sensor 9;8.2407;455;81.6702;1181.61;;;;;;;;
2024-07-20;Sensor 10;8.1205;462.2;80.4978;1174.41;;;;;;;;
2024-07-20;Sensor 2;4.4563;212;42.9848;1424.61;;;;;;;;
2024-07-20;Sensor 3;3.2219;255.2;30.6855;1381.41;;;;;;;;
2024-07-20;Sensor 7;8.2238;419;81.3532;1217.61;;;;;;;;
2024-07-20;Sensor 8;8.2019;426.2;81.1638;1210.41;;;;;;;;
2024-07-20;Sensor 9;8.2138;455;81.4012;1181.61;;;;;;;;
2024-07-21;Sensor 10;8.1099;462.2;80.3918;1174.41;;;;;;;;
2024-07-21;Sensor 2;4.5088;212;43.5098;1424.61;;;;;;;;
2024-07-21;Sensor 3;3.2163;255.2;30.6295;1381.41;;;;;;;;
2024-07-21;Sensor 7;8.2069;419;81.1842;1217.61;;;;;;;;
2024-07-21;Sensor 8;8.19;426.2;81.0448;1210.41;;;;;;;;
2024-07-21;Sensor 9;8.2;455;81.2632;1181.61;;;;;;;;
2024-07-22;Sensor 10;8.083;462.2;80.1228;1174.41;;;;;;;;
2024-07-22;Sensor 2;4.5651;212;44.0728;1424.61;;;;;;;;
2024-07-22;Sensor 3;3.2182;255.2;30.6485;1381.41;;;;;;;;
2024-07-22;Sensor 7;8.1731;419;80.8462;1217.61;;;;;;;;
2024-07-22;Sensor 8;8.1593;426.2;80.7378;1210.41;;;;;;;;
2024-07-22;Sensor 9;8.1712;455;80.9752;1181.61;;;;;;;;
2024-07-23;Sensor 10;8.0811;462.2;80.1038;1174.41;;;;;;;;
2024-07-23;Sensor 2;4.587;212;44.2918;1424.61;;;;;;;;
2024-07-23;Sensor 3;3.2163;255.2;30.6295;1381.41;;;;;;;;
2024-07-23;Sensor 7;8.1781;419;80.8962;1217.61;;;;;;;;
2024-07-23;Sensor 8;8.1625;426.2;80.7698;1210.41;;;;;;;;
2024-07-23;Sensor 9;8.1743;455;81.0062;1181.61;;;;;;;;
2024-07-24;Sensor 10;8.0949;462.2;80.2418;1174.41;;;;;;;;
2024-07-24;Sensor 2;4.6265;212;44.6868;1424.61;;;;;;;;
2024-07-24;Sensor 3;3.2182;255.2;30.6485;1381.41;;;;;;;;
2024-07-24;Sensor 7;8.1881;419;80.9962;1217.61;;;;;;;;
2024-07-24;Sensor 8;8.1693;426.2;80.8378;1210.41;;;;;;;;
2024-07-24;Sensor 9;8.1862;455;81.1252;1181.61;;;;;;;;
2024-07-25;Sensor 10;8.0799;462.2;80.0918;1174.41;;;;;;;;
2024-07-25;Sensor 2;4.5908;212;44.3298;1424.61;;;;;;;;
2024-07-25;Sensor 3;3.2163;255.2;30.6295;1381.41;;;;;;;;
2024-07-25;Sensor 7;8.1731;419;80.8462;1217.61;;;;;;;;
2024-07-25;Sensor 8;8.1562;426.2;80.7068;1210.41;;;;;;;;
2024-07-25;Sensor 9;8.1693;455;80.9562;1181.61;;;;;;;;
2024-07-26;Sensor 10;8.0968;462.2;80.2608;1174.41;;;;;;;;
2024-07-26;Sensor 2;4.6471;212;44.8928;1424.61;;;;;;;;
2024-07-26;Sensor 7;8.1881;419;80.9962;1217.61;;;;;;;;
2024-07-26;Sensor 8;8.1743;426.2;80.8878;1210.41;;;;;;;;
2024-07-26;Sensor 9;8.185;455;81.1132;1181.61;;;;;;;;
2024-07-27;Sensor 10;8.1118;462.2;80.4108;1174.41;;;;;;;;
2024-07-27;Sensor 2;4.7234;212;45.6558;1424.61;;;;;;;;
2024-07-27;Sensor 3;3.2151;255.2;30.6175;1381.41;;;;;;;;
2024-07-27;Sensor 7;8.2;419;81.1152;1217.61;;;;;;;;
2024-07-27;Sensor 8;8.1881;426.2;81.0258;1210.41;;;;;;;;
2024-07-27;Sensor 9;8.2;455;81.2632;1181.61;;;;;;;;
2024-07-28;Sensor 2;4.7441;212;45.8628;1424.61;;;;;;;;
2024-07-28;Sensor 7;8.2031;419;81.1462;1217.61;;;;;;;;
2024-07-28;Sensor 8;8.1912;426.2;81.0568;1210.41;;;;;;;;
2024-07-28;Sensor 9;8.205;455;81.3132;1181.61;;;;;;;;
2024-07-29;Sensor 10;8.1037;462.2;80.3298;1174.41;;;;;;;;
2024-07-29;Sensor 2;4.751;212;45.9318;1424.61;;;;;;;;
2024-07-29;Sensor 3;3.2132;255.2;30.5985;1381.41;;;;;;;;
2024-07-29;Sensor 7;8.2088;419;81.2032;1217.61;;;;;;;;
2024-07-29;Sensor 8;8.1969;426.2;81.1138;1210.41;;;;;;;;
2024-07-29;Sensor 9;8.2069;455;81.3322;1181.61;;;;;;;;
2024-07-30;Sensor 10;8.1187;462.2;80.4798;1174.41;;;;;;;;
2024-07-30;Sensor 2;4.7472;212;45.8938;1424.61;;;;;;;;
2024-07-30;Sensor 3;3.2182;255.2;30.6485;1381.41;;;;;;;;
2024-07-30;Sensor 7;8.215;419;81.2652;1217.61;;;;;;;;
2024-07-30;Sensor 8;8.2019;426.2;81.1638;1210.41;;;;;;;;
2024-07-30;Sensor 9;8.2138;455;81.4012;1181.61;;;;;;;;
2024-07-31;Sensor 10;8.18;462.2;81.0928;1201.41;;;;;;;;
2024-07-31;Sensor 2;4.5739;212;44.1608;1451.61;;;;;;;;
2024-07-31;Sensor 3;3.2219;255.2;30.6855;1408.41;;;;;;;;
2024-07-31;Sensor 4;8.5885;264.2;84.3651;1399.41;;;;;;;;
2024-07-31;Sensor 5;8.4058;327.2;82.796;1336.41;;;;;;;;
2024-07-31;Sensor 6;8.287;330.8;81.6228;1332.81;;;;;;;;
2024-07-31;Sensor 7;8.2694;419;81.8092;1244.61;;;;;;;;
2024-07-31;Sensor 8;8.2576;426.2;81.7208;1237.41;;;;;;;;
2024-07-31;Sensor 9;8.2676;455;81.9392;1208.61;;;;;;;;
2024-08-01;Sensor 1;0;204.8;-1.5857;1471.41;;;;;;;;
2024-08-01;Sensor 10;8.1731;462.2;81.0238;1214.01;;;;;;;;
2024-08-01;Sensor 2;4.502;212;43.4418;1464.21;;;;;;;;
2024-08-01;Sensor 2;4.4951;212;43.3728;1464.21;;;;;;;;
2024-08-01;Sensor 3;3.2151;255.2;30.6175;1421.01;;;;;;;;
2024-08-01;Sensor 4;8.5904;264.2;84.3841;1412.01;;;;;;;;
2024-08-01;Sensor 4;8.5866;264.2;84.3461;1412.01;;;;;;;;
2024-08-01;Sensor 5;8.3821;327.2;82.559;1349.01;;;;;;;;
2024-08-01;Sensor 5;8.3908;327.2;82.646;1349.01;;;;;;;;
2024-08-01;Sensor 6;8.2613;330.8;81.3658;1345.41;;;;;;;;
2024-08-01;Sensor 6;8.2669;330.8;81.4218;1345.41;;;;;;;;
2024-08-01;Sensor 7;8.2626;419;81.7412;1257.21;;;;;;;;
2024-08-01;Sensor 7;8.2676;419;81.7912;1257.21;;;;;;;;
2024-08-01;Sensor 8;8.2526;426.2;81.6708;1250.01;;;;;;;;
2024-08-01;Sensor 8;8.2544;426.2;81.6888;1250.01;;;;;;;;
2024-08-01;Sensor 9;8.2676;455;81.9392;1221.21;;;;;;;;
2024-08-02;Sensor 10;8.2325;462.2;81.6178;1237.41;;;;;;;;
2024-08-02;Sensor 2;4.4801;212;43.2228;1487.61;;;;;;;;
2024-08-02;Sensor 3;3.2163;255.2;30.6295;1444.41;;;;;;;;
2024-08-02;Sensor 4;8.6311;264.2;84.7911;1435.41;;;;;;;;
2024-08-02;Sensor 5;8.4384;327.2;83.122;1372.41;;;;;;;;
2024-08-02;Sensor 6;8.3226;330.8;81.9788;1368.81;;;;;;;;
2024-08-02;Sensor 7;8.3239;419;82.3542;1280.61;;;;;;;;
2024-08-02;Sensor 8;8.3082;426.2;82.2268;1273.41;;;;;;;;
2024-08-02;Sensor 9;8.3239;455;82.5022;1244.61;;;;;;;;
2024-08-03;Sensor 10;8.2425;462.2;81.7178;1257.21;;;;;;;;
2024-08-03;Sensor 2;4.4062;212;42.4838;1507.41;;;;;;;;
2024-08-03;Sensor 3;3.2182;255.2;30.6485;1464.21;;;;;;;;
2024-08-03;Sensor 4;8.6479;264.2;84.9591;1455.21;;;;;;;;
2024-08-03;Sensor 5;8.4553;327.2;83.291;1392.21;;;;;;;;
2024-08-03;Sensor 6;8.3345;330.8;82.0978;1388.61;;;;;;;;
2024-08-03;Sensor 7;8.3308;419;82.4232;1300.41;;;;;;;;
2024-08-03;Sensor 8;8.322;426.2;82.3648;1293.21;;;;;;;;
2024-08-03;Sensor 9;8.3358;455;82.6212;1264.41;;;;;;;;
2024-08-04;Sensor 10;8.2544;462.2;81.8368;1287.81;;;;;;;;
2024-08-04;Sensor 2;4.338;212;41.8018;1538.01;;;;;;;;
2024-08-04;Sensor 3;3.2201;255.2;30.6675;1494.81;;;;;;;;
2024-08-04;Sensor 4;8.6636;264.2;85.1161;1485.81;;;;;;;;
2024-08-04;Sensor 5;8.464;327.2;83.378;1422.81;;;;;;;;
2024-08-04;Sensor 6;8.3483;330.8;82.2358;1419.21;;;;;;;;
2024-08-04;Sensor 7;8.3408;419;82.5232;1331.01;;;;;;;;
2024-08-04;Sensor 8;8.3251;426.2;82.3958;1323.81;;;;;;;;
2024-08-04;Sensor 9;8.3439;455;82.7022;1295.01;;;;;;;;
2024-08-05;Sensor 10;8.2644;462.2;81.9368;1287.81;;;;;;;;
2024-08-05;Sensor 2;4.4594;212;43.0158;1538.01;;;;;;;;
2024-08-05;Sensor 3;3.2182;255.2;30.6485;1494.81;;;;;;;;
2024-08-05;Sensor 4;8.6429;264.2;84.9091;1485.81;;;;;;;;
2024-08-05;Sensor 5;8.4709;327.2;83.447;1422.81;;;;;;;;
2024-08-05;Sensor 6;8.3552;330.8;82.3048;1419.21;;;;;;;;
2024-08-05;Sensor 7;8.3545;419;82.6602;1331.01;;;;;;;;
2024-08-05;Sensor 8;8.3439;426.2;82.5838;1323.81;;;;;;;;
2024-08-05;Sensor 9;8.3545;455;82.8082;1295.01;;;;;;;;
2024-08-06;Sensor 10;8.1862;462.2;81.1548;1300.41;;;;;;;;
2024-08-06;Sensor 11;12.8928;1594.4;132.8736;168.21;;;;;;;;
2024-08-06;Sensor 12;0.0131;1598;4.0914;164.61;;;;;;;;
2024-08-06;Sensor 2;4.4338;212;42.7598;1550.61;;;;;;;;
2024-08-06;Sensor 4;8.6379;264.2;84.8591;1498.41;;;;;;;;
2024-08-06;Sensor 5;8.4115;327.2;82.853;1435.41;;;;;;;;
2024-08-06;Sensor 6;8.282;330.8;81.5728;1431.81;;;;;;;;
2024-08-06;Sensor 7;8.2813;419;81.9282;1343.61;;;;;;;;
2024-08-06;Sensor 8;8.2713;426.2;81.8578;1336.41;;;;;;;;
2024-08-06;Sensor 9;8.2832;455;82.0952;1307.61;;;;;;;;
2024-08-07;Sensor 10;8.2;462.2;81.2928;1314.81;;;;;;;;
2024-08-07;Sensor 11;0;1594.4;3.9456;182.61;;;;;;;;
2024-08-07;Sensor 12;0.0263;1598;4.2234;179.01;;;;;;;;
2024-08-07;Sensor 2;4.3299;212;41.7208;1565.01;;;;;;;;
2024-08-07;Sensor 4;8.6648;264.2;85.1281;1512.81;;;;;;;;
2024-08-07;Sensor 5;8.4233;327.2;82.971;1449.81;;;;;;;;
2024-08-07;Sensor 6;8.2988;330.8;81.7408;1446.21;;;;;;;;
2024-08-07;Sensor 7;8.2932;419;82.0472;1358.01;;;;;;;;
2024-08-07;Sensor 8;8.2832;426.2;81.9768;1350.81;;;;;;;;
2024-08-07;Sensor 9;8.2963;455;82.2262;1322.01;;;;;;;;
2024-08-08;Sensor 10;8.2269;462.2;81.5618;1338.21;;;;;;;;
2024-08-08;Sensor 2;4.2292;212;40.7138;1588.41;;;;;;;;
2024-08-08;Sensor 3;3.2163;255.2;30.6295;1545.21;;;;;;;;
2024-08-08;Sensor 4;8.6736;264.2;85.2161;1536.21;;;;;;;;
2024-08-08;Sensor 5;8.4402;327.2;83.14;1473.21;;;;;;;;
2024-08-08;Sensor 6;8.3214;330.8;81.9668;1469.61;;;;;;;;
2024-08-08;Sensor 7;8.3082;419;82.1972;1381.41;;;;;;;;
2024-08-08;Sensor 8;8.302;426.2;82.1648;1374.21;;;;;;;;
2024-08-08;Sensor 9;8.312;455;82.3832;1345.41;;;;;;;;
2024-08-09;Sensor 10;8.2238;462.2;81.5308;1347.21;;;;;;;;
2024-08-09;Sensor 12;0.025;1598;4.2104;211.41;;;;;;;;
2024-08-09;Sensor 2;4.1985;212;40.4068;1597.41;;;;;;;;
2024-08-09;Sensor 3;3.2182;255.2;30.6485;1554.21;;;;;;;;
2024-08-09;Sensor 4;8.6836;264.2;85.3161;1545.21;;;;;;;;
2024-08-09;Sensor 5;8.4384;327.2;83.122;1482.21;;;;;;;;
2024-08-09;Sensor 6;8.3145;330.8;81.8978;1478.61;;;;;;;;
2024-08-09;Sensor 7;8.3032;419;82.1472;1390.41;;;;;;;;
2024-08-09;Sensor 8;8.2963;426.2;82.1078;1383.21;;;;;;;;
2024-08-09;Sensor 9;8.3051;455;82.3142;1354.41;;;;;;;;
2024-08-10;Sensor 10;8.2932;462.2;82.2248;1367.01;;;;;;;;
2024-08-10;Sensor 11;2.3817;1594.4;27.7626;234.81;;;;;;;;
2024-08-10;Sensor 2;4.166;212;40.0818;1617.21;;;;;;;;
2024-08-10;Sensor 4;8.6905;264.2;85.3851;1565.01;;;;;;;;
2024-08-10;Sensor 5;8.4778;327.2;83.516;1502.01;;;;;;;;
2024-08-10;Sensor 6;8.367;330.8;82.4228;1498.41;;;;;;;;
2024-08-10;Sensor 7;8.3727;419;82.8422;1410.21;;;;;;;;
2024-08-10;Sensor 8;8.3608;426.2;82.7528;1403.01;;;;;;;;
2024-08-10;Sensor 9;8.3677;455;82.9402;1374.21;;;;;;;;
2024-08-11;Sensor 10;7.5106;462.2;74.3988;1372.41;;;;;;;;
2024-08-11;Sensor 11;2.622;1594.4;30.1656;240.21;;;;;;;;
2024-08-11;Sensor 2;3.9852;212;38.2738;1622.61;;;;;;;;
2024-08-11;Sensor 4;8.4709;264.2;83.1891;1570.41;;;;;;;;
2024-08-11;Sensor 5;7.7483;327.2;76.221;1507.41;;;;;;;;
2024-08-11;Sensor 6;7.605;330.8;74.8028;1503.81;;;;;;;;
2024-08-11;Sensor 7;7.6038;419;75.1532;1415.61;;;;;;;;
2024-08-11;Sensor 8;7.5863;426.2;75.0078;1408.41;;;;;;;;
2024-08-11;Sensor 9;7.5969;455;75.2322;1379.61;;;;;;;;
2024-08-12;Sensor 10;8.2845;462.2;82.1378;1372.41;;;;;;;;
2024-08-12;Sensor 11;1.1549;1594.4;15.4946;240.21;;;;;;;;
2024-08-12;Sensor 12;0.0231;1598;4.1914;236.61;;;;;;;;
2024-08-12;Sensor 2;4.42;212;42.6218;1622.61;;;;;;;;
2024-08-12;Sensor 3;3.2163;255.2;30.6295;1579.41;;;;;;;;
2024-08-12;Sensor 4;8.5747;264.2;84.2271;1570.41;;;;;;;;
2024-08-12;Sensor 5;8.4897;327.2;83.635;1507.41;;;;;;;;
2024-08-12;Sensor 6;8.3758;330.8;82.5108;1503.81;;;;;;;;
2024-08-12;Sensor 7;8.3777;419;82.8922;1415.61;;;;;;;;
2024-08-12;Sensor 8;8.3727;426.2;82.8718;1408.41;;;;;;;;
2024-08-12;Sensor 9;8.3814;455;83.0772;1379.61;;;;;;;;
2024-08-13;Sensor 10;8.3964;462.2;83.2568;1379.61;;;;;;;;
2024-08-13;Sensor 11;9.2905;1594.4;96.8506;247.41;;;;;;;;
2024-08-13;Sensor 2;4.4782;212;43.2038;1629.81;;;;;;;;
2024-08-13;Sensor 3;3.2201;255.2;30.6675;1586.61;;;;;;;;
2024-08-13;Sensor 4;8.6154;264.2;84.6341;1577.61;;;;;;;;
2024-08-13;Sensor 5;8.5985;327.2;84.723;1514.61;;;;;;;;
2024-08-13;Sensor 6;8.4909;330.8;83.6618;1511.01;;;;;;;;
2024-08-13;Sensor 7;8.4934;419;84.0492;1422.81;;;;;;;;
2024-08-13;Sensor 8;8.4828;426.2;83.9728;1415.61;;;;;;;;
2024-08-13;Sensor 9;8.4965;455;84.2282;1386.81;;;;;;;;
2024-08-14;Sensor 10;8.3645;462.2;82.9378;1394.01;;;;;;;;
2024-08-14;Sensor 11;8.9276;1594.4;93.2216;261.81;;;;;;;;
2024-08-14;Sensor 2;4.2311;212;40.7328;1644.21;;;;;;;;
2024-08-14;Sensor 3;3.2182;255.2;30.6485;1601.01;;;;;;;;
2024-08-14;Sensor 4;8.6567;264.2;85.0471;1592.01;;;;;;;;
2024-08-14;Sensor 5;8.5679;327.2;84.417;1529.01;;;;;;;;
2024-08-14;Sensor 6;8.459;330.8;83.3428;1525.41;;;;;;;;
2024-08-14;Sensor 7;8.459;419;83.7052;1437.21;;;;;;;;
2024-08-14;Sensor 8;8.4528;426.2;83.6728;1430.01;;;;;;;;
2024-08-14;Sensor 9;8.4646;455;83.9092;1401.21;;;;;;;;
2024-08-15;Sensor 10;8.3814;462.2;83.1068;1395.81;;;;;;;;
2024-08-15;Sensor 11;13.2419;1594.4;136.3646;263.61;;;;;;;;
2024-08-15;Sensor 2;4.3093;212;41.5148;1646.01;;;;;;;;
2024-08-15;Sensor 3;3.2201;255.2;30.6675;1602.81;;;;;;;;
2024-08-15;Sensor 4;8.6667;264.2;85.1471;1593.81;;;;;;;;
2024-08-15;Sensor 5;8.576;327.2;84.498;1530.81;;;;;;;;
2024-08-15;Sensor 6;8.474;330.8;83.4928;1527.21;;;;;;;;
2024-08-15;Sensor 7;8.4696;419;83.8112;1439.01;;;;;;;;
2024-08-15;Sensor 8;8.4646;426.2;83.7908;1431.81;;;;;;;;
2024-08-15;Sensor 9;8.4746;455;84.0092;1403.01;;;;;;;;
2024-08-16;Sensor 10;8.3595;462.2;82.8878;1412.01;;;;;;;;
2024-08-16;Sensor 11;17.0531;1594.4;174.4766;279.81;;;;;;;;
2024-08-16;Sensor 2;4.1766;212;40.1878;1662.21;;;;;;;;
2024-08-16;Sensor 3;3.2182;255.2;30.6485;1619.01;;;;;;;;
2024-08-16;Sensor 4;8.6786;264.2;85.2661;1610.01;;;;;;;;
2024-08-16;Sensor 5;8.5541;327.2;84.279;1547.01;;;;;;;;
2024-08-16;Sensor 6;8.454;330.8;83.2928;1543.41;;;;;;;;
2024-08-16;Sensor 7;8.4421;419;83.5362;1455.21;;;;;;;;
2024-08-16;Sensor 8;8.4359;426.2;83.5038;1448.01;;;;;;;;
2024-08-16;Sensor 9;8.444;455;83.7032;1419.21;;;;;;;;
2024-08-17;Sensor 10;8.4171;462.2;83.4638;1417.41;;;;;;;;
2024-08-17;Sensor 11;17.6325;1594.4;180.2706;285.21;;;;;;;;
2024-08-17;Sensor 2;4.1816;212;40.2378;1667.61;;;;;;;;
2024-08-17;Sensor 3;3.2219;255.2;30.6855;1624.41;;;;;;;;
2024-08-17;Sensor 4;8.6924;264.2;85.4041;1615.41;;;;;;;;
2024-08-17;Sensor 5;8.6067;327.2;84.805;1552.41;;;;;;;;
2024-08-17;Sensor 6;8.5116;330.8;83.8688;1548.81;;;;;;;;
2024-08-17;Sensor 7;8.4947;419;84.0622;1460.61;;;;;;;;
2024-08-17;Sensor 8;8.4915;426.2;84.0598;1453.41;;;;;;;;
2024-08-17;Sensor 9;8.4997;455;84.2602;1424.61;;;;;;;;
2024-08-18;Sensor 10;8.3764;462.2;83.0568;1435.41;;;;;;;;
2024-08-18;Sensor 11;18.524;1594.4;189.1856;303.21;;;;;;;;
2024-08-18;Sensor 2;4.0621;212;39.0428;1685.61;;;;;;;;
2024-08-18;Sensor 3;3.2182;255.2;30.6485;1642.41;;;;;;;;
2024-08-18;Sensor 4;8.6874;264.2;85.3541;1633.41;;;;;;;;
2024-08-18;Sensor 5;8.5798;327.2;84.536;1570.41;;;;;;;;
2024-08-18;Sensor 6;8.4709;330.8;83.4618;1566.81;;;;;;;;
2024-08-18;Sensor 7;8.4659;419;83.7742;1478.61;;;;;;;;
2024-08-18;Sensor 8;8.4578;426.2;83.7228;1471.41;;;;;;;;
2024-08-18;Sensor 9;8.4646;455;83.9092;1442.61;;;;;;;;
2024-08-19;Sensor 10;8.3577;462.2;82.8698;1435.41;;;;;;;;
2024-08-19;Sensor 11;24.3898;1594.4;247.8436;303.21;;;;;;;;
2024-08-19;Sensor 12;0.0213;1598;4.1734;299.61;;;;;;;;
2024-08-19;Sensor 2;4.2717;212;41.1388;1685.61;;;;;;;;
2024-08-19;Sensor 4;8.6586;264.2;85.0661;1633.41;;;;;;;;
2024-08-19;Sensor 5;8.556;327.2;84.298;1570.41;;;;;;;;
2024-08-19;Sensor 6;8.454;330.8;83.2928;1566.81;;;;;;;;
2024-08-19;Sensor 7;8.4421;419;83.5362;1478.61;;;;;;;;
2024-08-19;Sensor 8;8.4371;426.2;83.5158;1471.41;;;;;;;;
2024-08-19;Sensor 9;8.4459;455;83.7222;1442.61;;;;;;;;
2024-08-20;Sensor 10;8.3527;462.2;82.8198;1444.41;;;;;;;;
2024-08-20;Sensor 11;26.4443;1594.4;268.3886;312.21;;;;;;;;
2024-08-20;Sensor 2;4.3299;212;41.7208;1694.61;;;;;;;;
2024-08-20;Sensor 3;3.2201;255.2;30.6675;1651.41;;;;;;;;
2024-08-20;Sensor 4;8.6617;264.2;85.0971;1642.41;;;;;;;;
2024-08-20;Sensor 5;8.5641;327.2;84.379;1579.41;;;;;;;;
2024-08-20;Sensor 6;8.4521;330.8;83.2738;1575.81;;;;;;;;
2024-08-20;Sensor 7;8.4459;419;83.5742;1487.61;;;;;;;;
2024-08-20;Sensor 8;8.444;426.2;83.5848;1480.41;;;;;;;;
2024-08-20;Sensor 9;8.449;455;83.7532;1451.61;;;;;;;;
2024-08-21;Sensor 10;8.3764;462.2;83.0568;1458.81;;;;;;;;
2024-08-21;Sensor 11;28.1435;1594.4;285.3806;326.61;;;;;;;;
2024-08-21;Sensor 12;0.0231;1598;4.1914;323.01;;;;;;;;
2024-08-21;Sensor 13;0;1715;4.4413;206.01;;;;;;;;
2024-08-21;Sensor 14;5.6675;1722.2;61.1454;198.81;;;;;;;;
2024-08-21;Sensor 2;4.2498;212;40.9198;1709.01;;;;;;;;
2024-08-21;Sensor 3;3.2182;255.2;30.6485;1665.81;;;;;;;;
2024-08-21;Sensor 4;8.6736;264.2;85.2161;1656.81;;;;;;;;
2024-08-21;Sensor 5;8.576;327.2;84.498;1593.81;;;;;;;;
2024-08-21;Sensor 6;8.474;330.8;83.4928;1590.21;;;;;;;;
2024-08-21;Sensor 7;8.4559;419;83.6742;1502.01;;;;;;;;
2024-08-21;Sensor 8;8.4528;426.2;83.6728;1494.81;;;;;;;;
2024-08-21;Sensor 9;8.4609;455;83.8722;1466.01;;;;;;;;
2024-08-22;Sensor 10;8.3883;462.2;83.1758;1485.81;;;;;;;;
2024-08-22;Sensor 11;29.3084;1594.4;297.0296;353.61;;;;;;;;
2024-08-22;Sensor 13;0.0131;1715;4.5723;233.01;;;;;;;;
2024-08-22;Sensor 14;5.7957;1722.2;62.4274;225.81;;;;;;;;
2024-08-22;Sensor 2;4.0997;212;39.4188;1736.01;;;;;;;;
2024-08-22;Sensor 3;3.2201;255.2;30.6675;1692.81;;;;;;;;
2024-08-22;Sensor 4;8.6955;264.2;85.4351;1683.81;;;;;;;;
2024-08-22;Sensor 5;8.581;327.2;84.548;1620.81;;;;;;;;
2024-08-22;Sensor 6;8.4828;330.8;83.5808;1617.21;;;;;;;;
2024-08-22;Sensor 7;8.4646;419;83.7612;1529.01;;;;;;;;
2024-08-22;Sensor 8;8.4609;426.2;83.7538;1521.81;;;;;;;;
2024-08-22;Sensor 9;8.4628;455;83.8912;1493.01;;;;;;;;
2024-08-23;Sensor 10;8.4152;462.2;83.4448;1520.01;;;;;;;;
2024-08-23;Sensor 11;29.0901;1594.4;294.8466;387.81;;;;;;;;
2024-08-23;Sensor 14;5.9246;1722.2;63.7164;260.01;;;;;;;;
2024-08-23;Sensor 15;6.6097;1805;70.9081;177.21;;;;;;;;
2024-08-23;Sensor 2;4.0709;212;39.1308;1770.21;;;;;;;;
2024-08-23;Sensor 3;3.2219;255.2;30.6855;1727.01;;;;;;;;
2024-08-23;Sensor 4;8.7042;264.2;85.5221;1718.01;;;;;;;;
2024-08-23;Sensor 5;8.6035;327.2;84.773;1655.01;;;;;;;;
2024-08-23;Sensor 6;8.5134;330.8;83.8868;1651.41;;;;;;;;
