Datetime,Location name,Pressure_kPa
2022-12-31 00:00:00,HB2920-1,721.82
2022-12-31 00:00:00,HB2920-2,1263.64
2022-12-31 00:00:00,HB3020,86.1425
2022-12-31 00:00:00,HB3120-1,244.0
2022-12-31 00:00:00,HB3120-2,179.0
2022-12-31 00:00:00,HB3220-1,212.58
2022-12-31 00:00:00,HB3220-2,106.775
2022-12-31 00:00:00,HB3320,130.05
2022-12-31 00:00:00,HB3420-1,186.0
2022-12-31 00:00:00,HB3420-2,170.89
2022-12-31 00:00:00,HB3520-1,198.11
2022-12-31 00:00:00,HB3620,142.37
2022-12-31 00:00:00,K-2920,1390.0
2022-12-31 00:00:00,K2720,183.0
2022-12-31 00:00:00,PZ-9064,55.9825
2022-12-31 00:00:00,PZ01,27.97
2022-12-31 00:00:00,PZ02,31.2
2022-12-31 00:00:00,PZ03,14.54
2022-12-31 00:00:00,PZ04,12.0575
2022-12-31 00:00:00,PZ05,25.3625
2022-12-31 00:00:00,PZ06,74.8825
2022-12-31 00:00:00,PZ07-1,128.06
2022-12-31 00:00:00,PZ07-2,47.665
2022-12-31 00:00:00,PZ12-1,56.9275
2022-12-31 00:00:00,PZ12-2,26.535
2022-12-31 00:00:00,PZ1401-2,118.0
2022-12-31 00:00:00,PZ1502,57.215
2022-12-31 00:00:00,PZ1602-1,32.6975
2022-12-31 00:00:00,PZ1602-2,31.145
2022-12-31 00:00:00,PZ1701-1,263.0
2022-12-31 00:00:00,PZ1701-2,109.0
2022-12-31 00:00:00,PZ2003-1,62.23
2022-12-31 00:00:00,PZ2003-2,26.245
2022-12-31 00:00:00,PZ2101,9.1
2022-12-31 00:00:00,PZ8006,-1.4325
2022-12-31 00:00:00,PZ8010,3.075
2022-12-31 00:00:00,PZ9067,28.7
2022-12-31 00:00:00,PZ9071,26.4
2022-12-31 00:00:00,PZP10,-9.33
2022-12-31 00:00:00,PZP11,86.3125
2022-12-31 00:00:00,PZP13-2,38.845
2022-12-31 00:00:00,PZP14,23.3
2022-12-31 00:00:00,PZP15,12.5325
2022-12-31 00:00:00,PZP16-1,162.0
2022-12-31 00:00:00,PZP16-2,61.3925
2022-12-31 00:00:00,PZP17-1,238.0
2022-12-31 00:00:00,PZP17-2,71.6875
2022-12-31 00:00:00,PZP19-1,97.5725
2022-12-31 00:00:00,PZP19-2,20.4325
2022-12-31 00:00:00,PZP21,51.1575
2022-12-31 00:00:00,PZP22-1,71.83
2022-12-31 00:00:00,PZP22-2,69.8625
2022-12-31 00:00:00,PZP23-1,131.02
2022-12-31 00:00:00,PZP23-2,73.48
2022-12-31 00:00:00,PZP24-1,94.9025
2022-12-31 00:00:00,PZP24-2,39.0025
2022-12-31 00:00:00,PZP25-1,239.0
2022-12-31 00:00:00,PZP25-2,99.9575
2022-12-31 00:00:00,PZP26-1,113.075
2022-12-31 00:00:00,PZP26-2,65.33
2022-12-31 00:00:00,PZP27-1,222.76
2022-12-31 00:00:00,PZP27-2,167.73
2022-12-31 00:00:00,PZP28-1,168.0
2022-12-31 00:00:00,PZP28-2,79.0725
2022-12-31 00:00:00,PZP29,50.425
2022-12-31 00:00:00,PZP3,7.2925
2022-12-31 00:00:00,PZP30-1,172.815
2022-12-31 00:00:00,PZP30-2,69.8125
2022-12-31 00:00:00,PZP31,44.9
2022-12-31 00:00:00,PZP32-1,165.565
2022-12-31 00:00:00,PZP32-2,98.285
2022-12-31 00:00:00,PZP33-1,206.815
2022-12-31 00:00:00,PZP33-2,142.0
2022-12-31 00:00:00,PZP34-1,72.845
2022-12-31 00:00:00,PZP34-2,56.0375
2022-12-31 00:00:00,PZP35-1,104.71
2022-12-31 00:00:00,PZP35-2,80.7875
2022-12-31 00:00:00,PZP36,22.8
2022-12-31 00:00:00,PZP37,6.98
2022-12-31 00:00:00,PZP38,20.5
2022-12-31 00:00:00,PZP4-1,24.4575
2022-12-31 00:00:00,PZP4-2,67.5975
2022-12-31 00:00:00,PZP40,54.3075
2022-12-31 00:00:00,PZP5,32.2975
2022-12-31 00:00:00,PZP6,107.0
2022-12-31 00:00:00,PZP7,14.8925
2022-12-31 00:00:00,PZP9,-5.005
2022-12-31 00:00:00,SBR2,-732.0
2022-12-31 00:00:00,SBR3,232.285
2022-12-31 00:00:00,SBR5,1299.0
2023-01-01 00:00:00,15.jan,10.65
2023-01-01 00:00:00,15.feb,15.175
2023-01-01 00:00:00,190,843.55
2023-01-01 00:00:00,362-1,300.4
2023-01-01 00:00:00,362-2,186.6
2023-01-01 00:00:00,571-1,45.725
2023-01-01 00:00:00,571-2,31.75
2023-01-01 00:00:00,580-1,189.625
2023-01-01 00:00:00,580-2,21.95
2023-01-01 00:00:00,712-1,36.2
2023-01-01 00:00:00,712-2,126.7
2023-01-01 00:00:00,922,20.425
2023-01-01 00:00:00,941,21.225
2023-01-01 00:00:00,B10,211.15
2023-01-01 00:00:00,B9N,199.6
2023-01-01 00:00:00,B9Ø,148.35
2023-01-01 00:00:00,HB-3720,100.65
2023-01-01 00:00:00,HB-3820,91.375
2023-01-01 00:00:00,HB-4120,129.775
2023-01-01 00:00:00,HB-4220,99.9
2023-01-01 00:00:00,HB-4320,160.7
2023-01-01 00:00:00,HB-4620,124.25
2023-01-01 00:00:00,HB-4720,131.75
2023-01-01 00:00:00,HB-5121,1710.0
2023-01-01 00:00:00,HB-5122,139.625
2023-01-01 00:00:00,K-1420,87.325
2023-01-01 00:00:00,K-1520,86.5
2023-01-01 00:00:00,K-1620,146.7
2023-01-01 00:00:00,K-1720,66.825
2023-01-01 00:00:00,K-1820,86.15
2023-01-01 00:00:00,K-1920,55.9
2023-01-01 00:00:00,K-2020,109.4
2023-01-01 00:00:00,K-2120,147.65
2023-01-01 00:00:00,K-2220,79.875
2023-01-01 00:00:00,K-2320,100.925
2023-01-01 00:00:00,K-2620,69.125
2023-01-01 00:00:00,L3P,11.6
2023-01-01 00:00:00,PZ-2203-1,9.15
2023-01-01 00:00:00,PZ-2203-2,124.125
2023-01-01 00:00:00,PZ-2207-1,133.65
2023-01-01 00:00:00,PZ-2207-2,56.175
2023-01-01 00:00:00,PZ-3020-1,-90797.6
2023-01-01 00:00:00,PZ-3020-2,129.175
2023-01-01 00:00:00,PZ-3047-1,162.825
2023-01-01 00:00:00,PZ-3103-2,26.55
2023-01-01 00:00:00,PZ-3112-1,29.625
2023-01-01 00:00:00,PZ-3112-2,18.025
2023-01-01 00:00:00,PZ-3124-1,102.925
2023-01-01 00:00:00,PZ-3124-2,56.55
2023-01-01 00:00:00,PZ-3129-1,40.95
2023-01-01 00:00:00,PZ-3129-2,28.775
2023-01-01 00:00:00,PZ-4004-1,-611.95
2023-01-01 00:00:00,PZ-4004-2,14.475
2023-01-01 00:00:00,PZ-4015-1,5.45
2023-01-01 00:00:00,PZ-4015-2,-48.775
2023-01-01 00:00:00,PZ-4019-1,188.425
2023-01-01 00:00:00,PZ-4019-2,14.1
2023-01-01 00:00:00,PZ-4028-1,337.9
2023-01-01 00:00:00,PZ-4028-2,165.7
2023-01-01 00:00:00,PZ-4031-1,128.125
2023-01-01 00:00:00,PZ-4031-2,57.675
2023-01-01 00:00:00,PZ-4035-1,104.125
2023-01-01 00:00:00,PZ-4035-2,26.6
2023-01-01 00:00:00,PZ-5001-1,71.75
2023-01-01 00:00:00,PZ-5001-2,30.9
2023-01-01 00:00:00,PZ-5002-1,171.05
2023-01-01 00:00:00,PZ-5002-2,77.45
2023-01-01 00:00:00,PZ-5003,202.35
2023-01-01 00:00:00,PZ-5004-1,292.075
2023-01-01 00:00:00,PZ-5004-2,127.6
2023-01-01 00:00:00,PZ-5010-1,448.375
2023-01-01 00:00:00,PZ-5010-2,73.05
2023-01-01 00:00:00,PZ-6030-1,85.775
2023-01-01 00:00:00,PZ-6030-2,32.675
2023-01-01 00:00:00,PZ-6033-1,96.45
2023-01-01 00:00:00,PZ-6033-2,24.375
2023-01-01 00:00:00,PZ-9004,27.075
2023-01-01 00:00:00,PZ-9005,316.525
2023-01-01 00:00:00,PZ-9006,95.1
2023-01-01 00:00:00,PZ-9008,486.9
2023-01-01 00:00:00,PZ-9009,222.025
2023-01-01 00:00:00,PZ-9011,533.275
2023-01-01 00:00:00,PZ-9012,196.525
2023-01-01 00:00:00,PZ-9013,265.75
2023-01-01 00:00:00,PZ-9014,127.75
2023-01-01 00:00:00,PZ-9016,342.0333333
2023-01-01 00:00:00,PZ-9020-1,79.45
2023-01-01 00:00:00,PZ-9020-2,52.65
2023-01-01 00:00:00,PZ-9020-3,39.6
2023-01-01 00:00:00,PZ-9021,211.55
2023-01-01 00:00:00,PZ-9025,84.075
2023-01-01 00:00:00,PZ-9027,216.5
2023-01-01 00:00:00,PZ-9030,8.45
2023-01-01 00:00:00,PZ-9031,-2.4
2023-01-01 00:00:00,PZ-9032,-10.93333333
2023-01-01 00:00:00,PZ-9033,120.65
2023-01-01 00:00:00,PZ-9036,23.35
2023-01-01 00:00:00,PZ-9037,101.15
2023-01-01 00:00:00,PZ-9041,11.7
2023-01-01 00:00:00,PZ-9047,10.3
2023-01-01 00:00:00,PZ-9048,104.85
2023-01-01 00:00:00,PZ-9049,71.05
2023-01-01 00:00:00,PZ-9055-1,39.475
2023-01-01 00:00:00,PZ-9055-2,37.925
2023-01-01 00:00:00,PZ-9055-3,22.7
2023-01-01 00:00:00,PZ-9057,-1.625
2023-01-01 00:00:00,PZ-9058,134.85
2023-01-01 00:00:00,PZ-9060-1,196.7333333
2023-01-01 00:00:00,PZ-9060-2,136.1666667
2023-01-01 00:00:00,PZ-9060-4,24.96666667
2023-01-01 00:00:00,PZ-9065,118.15
2023-01-01 00:00:00,S02-1,49.85
2023-01-01 00:00:00,S02-2,200.15
2023-01-01 00:00:00,S02-3,384.475
2023-01-01 00:00:00,S02-4,453.275
2023-01-01 00:00:00,S02-5,541.575
2023-01-01 00:00:00,S02-6,679.025
2023-01-01 00:00:00,HB2920-1,718.355
2023-01-01 00:00:00,HB2920-2,1256.0
2023-01-01 00:00:00,HB3020,87.6
2023-01-01 00:00:00,HB3120-1,245.21
2023-01-01 00:00:00,HB3120-2,180.825
2023-01-01 00:00:00,HB3220-1,214.39
2023-01-01 00:00:00,HB3220-2,109.0
2023-01-01 00:00:00,HB3320,132.055
2023-01-01 00:00:00,HB3420-1,188.0
2023-01-01 00:00:00,HB3420-2,173.0
2023-01-01 00:00:00,HB3520-1,198.33
2023-01-01 00:00:00,HB3620,144.335
2023-01-01 00:00:00,K-2920,1381.0
2023-01-01 00:00:00,K2720,181.08
2023-01-01 00:00:00,PZ-9064,54.7225
2023-01-01 00:00:00,PZ01,27.85
2023-01-01 00:00:00,PZ02,30.4025
2023-01-01 00:00:00,PZ03,14.035
2023-01-01 00:00:00,PZ04,11.7025
2023-01-01 00:00:00,PZ05,25.0475
2023-01-01 00:00:00,PZ06,75.485
2023-01-01 00:00:00,PZ07-1,126.0
2023-01-01 00:00:00,PZ07-2,46.71
2023-01-01 00:00:00,PZ12-1,57.745
2023-01-01 00:00:00,PZ12-2,24.6425
2023-01-01 00:00:00,PZ1401-2,116.0
2023-01-01 00:00:00,PZ1502,55.6675
2023-01-01 00:00:00,PZ1602-1,33.1725
2023-01-01 00:00:00,PZ1602-2,30.5975
2023-01-01 00:00:00,PZ1701-1,263.89
2023-01-01 00:00:00,PZ1701-2,109.0
2023-01-01 00:00:00,PZ2003-1,61.22
2023-01-01 00:00:00,PZ2003-2,26.535
2023-01-01 00:00:00,PZ2101,9.1525
2023-01-01 00:00:00,PZ8006,-1.3
2023-01-01 00:00:00,PZ8010,3.2125
2023-01-01 00:00:00,PZ9067,27.4
2023-01-01 00:00:00,PZ9071,26.4
2023-01-01 00:00:00,PZP10,-9.6825
2023-01-01 00:00:00,PZP11,85.81
2023-01-01 00:00:00,PZP13-2,38.5775
2023-01-01 00:00:00,PZP14,24.9125
2023-01-01 00:00:00,PZP15,12.83
2023-01-01 00:00:00,PZP16-1,163.0
2023-01-01 00:00:00,PZP16-2,63.13
2023-01-01 00:00:00,PZP17-1,237.835
2023-01-01 00:00:00,PZP17-2,71.6325
2023-01-01 00:00:00,PZP19-1,97.37
2023-01-01 00:00:00,PZP19-2,20.6775
2023-01-01 00:00:00,PZP21,49.3725
2023-01-01 00:00:00,PZP22-1,71.7225
2023-01-01 00:00:00,PZP22-2,70.34
2023-01-01 00:00:00,PZP23-1,131.0
2023-01-01 00:00:00,PZP23-2,71.88
2023-01-01 00:00:00,PZP24-1,94.905
2023-01-01 00:00:00,PZP24-2,38.7125
2023-01-01 00:00:00,PZP25-1,239.0
2023-01-01 00:00:00,PZP25-2,100.055
2023-01-01 00:00:00,PZP26-1,112.99
2023-01-01 00:00:00,PZP26-2,65.1225
2023-01-01 00:00:00,PZP27-1,223.0
2023-01-01 00:00:00,PZP27-2,167.0
2023-01-01 00:00:00,PZP28-1,168.0
2023-01-01 00:00:00,PZP28-2,79.1025
2023-01-01 00:00:00,PZP29,50.375
2023-01-01 00:00:00,PZP3,5.93
2023-01-01 00:00:00,PZP30-1,173.0
2023-01-01 00:00:00,PZP30-2,69.9
2023-01-01 00:00:00,PZP31,44.9025
2023-01-01 00:00:00,PZP32-1,165.625
2023-01-01 00:00:00,PZP32-2,98.8525
2023-01-01 00:00:00,PZP33-1,207.0
2023-01-01 00:00:00,PZP33-2,142.0
2023-01-01 00:00:00,PZP34-1,72.2475
2023-01-01 00:00:00,PZP34-2,55.8075
2023-01-01 00:00:00,PZP35-1,106.0
2023-01-01 00:00:00,PZP35-2,81.2225
2023-01-01 00:00:00,PZP36,23.12
2023-01-01 00:00:00,PZP37,6.345
2023-01-01 00:00:00,PZP38,20.2125
2023-01-01 00:00:00,PZP4-1,23.3375
2023-01-01 00:00:00,PZP4-2,66.7925
2023-01-01 00:00:00,PZP40,53.8025
2023-01-01 00:00:00,PZP5,31.6825
2023-01-01 00:00:00,PZP6,108.0
2023-01-01 00:00:00,PZP7,14.85
2023-01-01 00:00:00,PZP9,-4.9475
2023-01-01 00:00:00,SBR2,-731.0
2023-01-01 00:00:00,SBR3,234.26
2023-01-01 00:00:00,SBR5,1292.0
2023-01-02 00:00:00,15.jan,11.375
2023-01-02 00:00:00,15.feb,15.425
2023-01-02 00:00:00,190,844.95
2023-01-02 00:00:00,362-1,300.625
2023-01-02 00:00:00,362-2,187.0
2023-01-02 00:00:00,571-1,46.275
2023-01-02 00:00:00,571-2,32.525
2023-01-02 00:00:00,580-1,190.175
2023-01-02 00:00:00,580-2,22.375
2023-01-02 00:00:00,712-1,36.775
2023-01-02 00:00:00,712-2,127.55
2023-01-02 00:00:00,922,20.625
2023-01-02 00:00:00,941,21.775
2023-01-02 00:00:00,B10,210.75
2023-01-02 00:00:00,B9N,201.95
2023-01-02 00:00:00,B9Ø,147.9
2023-01-02 00:00:00,HB-3720,99.8
2023-01-02 00:00:00,HB-3820,92.1
2023-01-02 00:00:00,HB-4120,130.375
2023-01-02 00:00:00,HB-4220,100.5
2023-01-02 00:00:00,HB-4320,161.3
2023-01-02 00:00:00,HB-4620,125.325
2023-01-02 00:00:00,HB-4720,131.975
2023-01-02 00:00:00,HB-5121,1710.0
2023-01-02 00:00:00,HB-5122,138.575
2023-01-02 00:00:00,K-1420,87.725
2023-01-02 00:00:00,K-1520,86.75
2023-01-02 00:00:00,K-1620,147.3
2023-01-02 00:00:00,K-1720,67.375
2023-01-02 00:00:00,K-1820,86.7
2023-01-02 00:00:00,K-1920,56.375
2023-01-02 00:00:00,K-2020,110.5
2023-01-02 00:00:00,K-2120,148.15
2023-01-02 00:00:00,K-2220,78.825
2023-01-02 00:00:00,K-2320,101.225
2023-01-02 00:00:00,K-2620,69.5
2023-01-02 00:00:00,L0P,12.0
2023-01-02 00:00:00,L3P,11.3
2023-01-02 00:00:00,PZ-2203-1,10.025
2023-01-02 00:00:00,PZ-2203-2,124.675
2023-01-02 00:00:00,PZ-2207-1,134.375
2023-01-02 00:00:00,PZ-2207-2,56.6
2023-01-02 00:00:00,PZ-3020-1,-90797.6
2023-01-02 00:00:00,PZ-3020-2,129.875
2023-01-02 00:00:00,PZ-3047-1,163.8666667
2023-01-02 00:00:00,PZ-3047-2,56.0
2023-01-02 00:00:00,PZ-3103-2,26.55
2023-01-02 00:00:00,PZ-3112-1,30.2
2023-01-02 00:00:00,PZ-3112-2,18.8
2023-01-02 00:00:00,PZ-3124-1,103.5
2023-01-02 00:00:00,PZ-3124-2,56.95
2023-01-02 00:00:00,PZ-3129-1,41.625
2023-01-02 00:00:00,PZ-3129-2,28.525
2023-01-02 00:00:00,PZ-4004-1,-611.175
2023-01-02 00:00:00,PZ-4004-2,14.13333333
2023-01-02 00:00:00,PZ-4015-1,5.9
2023-01-02 00:00:00,PZ-4015-2,-48.075
2023-01-02 00:00:00,PZ-4019-1,189.0
2023-01-02 00:00:00,PZ-4019-2,15.825
2023-01-02 00:00:00,PZ-4028-1,338.925
2023-01-02 00:00:00,PZ-4028-2,166.4
2023-01-02 00:00:00,PZ-4031-1,128.975
2023-01-02 00:00:00,PZ-4031-2,58.225
2023-01-02 00:00:00,PZ-4035-1,104.9
2023-01-02 00:00:00,PZ-4035-2,26.925
2023-01-02 00:00:00,PZ-5001-1,72.025
2023-01-02 00:00:00,PZ-5001-2,31.75
2023-01-02 00:00:00,PZ-5002-1,171.7
2023-01-02 00:00:00,PZ-5002-2,78.0
2023-01-02 00:00:00,PZ-5003,202.85
2023-01-02 00:00:00,PZ-5004-1,292.7
2023-01-02 00:00:00,PZ-5004-2,128.25
2023-01-02 00:00:00,PZ-5010-1,448.925
2023-01-02 00:00:00,PZ-5010-2,73.65
2023-01-02 00:00:00,PZ-6030-1,86.675
2023-01-02 00:00:00,PZ-6030-2,33.55
2023-01-02 00:00:00,PZ-6033-1,97.05
2023-01-02 00:00:00,PZ-6033-2,24.85
2023-01-02 00:00:00,PZ-9004,26.75
2023-01-02 00:00:00,PZ-9005,317.075
2023-01-02 00:00:00,PZ-9006,95.7
2023-01-02 00:00:00,PZ-9008,487.25
2023-01-02 00:00:00,PZ-9009,222.525
2023-01-02 00:00:00,PZ-9011,533.75
2023-01-02 00:00:00,PZ-9012,196.9
2023-01-02 00:00:00,PZ-9013,266.175
2023-01-02 00:00:00,PZ-9014,128.2
2023-01-02 00:00:00,PZ-9016,342.75
2023-01-02 00:00:00,PZ-9020-1,79.225
2023-01-02 00:00:00,PZ-9020-2,53.425
2023-01-02 00:00:00,PZ-9020-3,40.4
2023-01-02 00:00:00,PZ-9021,212.6
2023-01-02 00:00:00,PZ-9025,84.625
2023-01-02 00:00:00,PZ-9027,217.425
2023-01-02 00:00:00,PZ-9030,9.2
2023-01-02 00:00:00,PZ-9031,-1.7
2023-01-02 00:00:00,PZ-9032,-10.375
2023-01-02 00:00:00,PZ-9033,121.725
2023-01-02 00:00:00,PZ-9036,24.25
2023-01-02 00:00:00,PZ-9037,101.4
2023-01-02 00:00:00,PZ-9041,11.8
2023-01-02 00:00:00,PZ-9047,10.275
2023-01-02 00:00:00,PZ-9048,105.575
2023-01-02 00:00:00,PZ-9049,71.16666667
2023-01-02 00:00:00,PZ-9055-1,39.075
2023-01-02 00:00:00,PZ-9055-2,38.375
2023-01-02 00:00:00,PZ-9055-3,23.25
2023-01-02 00:00:00,PZ-9057,-0.6
2023-01-02 00:00:00,PZ-9058,135.4
2023-01-02 00:00:00,PZ-9060-1,197.05
2023-01-02 00:00:00,PZ-9060-2,137.9
2023-01-02 00:00:00,PZ-9060-4,25.6
2023-01-02 00:00:00,PZ-9065,118.4
2023-01-02 00:00:00,S02-1,49.925
2023-01-02 00:00:00,S02-2,200.475
2023-01-02 00:00:00,S02-3,385.125
2023-01-02 00:00:00,S02-4,453.925
2023-01-02 00:00:00,S02-5,542.175
2023-01-02 00:00:00,S02-6,679.625
2023-01-02 00:00:00,HB2920-1,717.52
2023-01-02 00:00:00,HB2920-2,1254.0
2023-01-02 00:00:00,HB3020,88.065
2023-01-02 00:00:00,HB3120-1,245.0
2023-01-02 00:00:00,HB3120-2,181.0
2023-01-02 00:00:00,HB3220-1,214.41
2023-01-02 00:00:00,HB3220-2,108.94
2023-01-02 00:00:00,HB3320,132.0
2023-01-02 00:00:00,HB3420-1,186.935
2023-01-02 00:00:00,HB3420-2,172.0
2023-01-02 00:00:00,HB3520-1,198.0
2023-01-02 00:00:00,HB3620,144.51
2023-01-02 00:00:00,K-2920,1379.0
2023-01-02 00:00:00,K2720,179.515
2023-01-02 00:00:00,PZ-9064,53.65
2023-01-02 00:00:00,PZ01,28.0
2023-01-02 00:00:00,PZ02,30.445
2023-01-02 00:00:00,PZ03,13.7675
2023-01-02 00:00:00,PZ04,11.7475
2023-01-02 00:00:00,PZ05,24.85
2023-01-02 00:00:00,PZ06,76.08
2023-01-02 00:00:00,PZ07-1,127.0
2023-01-02 00:00:00,PZ07-2,45.7225
2023-01-02 00:00:00,PZ12-1,57.905
2023-01-02 00:00:00,PZ12-2,24.49
2023-01-02 00:00:00,PZ1401-2,116.0
2023-01-02 00:00:00,PZ1502,54.7625
2023-01-02 00:00:00,PZ1602-1,33.4
2023-01-02 00:00:00,PZ1602-2,30.735
2023-01-02 00:00:00,PZ1701-1,263.995
2023-01-02 00:00:00,PZ1701-2,108.61
2023-01-02 00:00:00,PZ2003-1,60.6375
2023-01-02 00:00:00,PZ2003-2,26.0
2023-01-02 00:00:00,PZ2101,9.1925
2023-01-02 00:00:00,PZ8006,-1.1875
2023-01-02 00:00:00,PZ8010,3.465
2023-01-02 00:00:00,PZ9067,26.4
2023-01-02 00:00:00,PZ9071,25.875
2023-01-02 00:00:00,PZP10,-9.7575
2023-01-02 00:00:00,PZP11,85.17
2023-01-02 00:00:00,PZP13-2,38.68
2023-01-02 00:00:00,PZP14,24.7625
2023-01-02 00:00:00,PZP15,13.02
2023-01-02 00:00:00,PZP16-1,162.51
2023-01-02 00:00:00,PZP16-2,63.645
2023-01-02 00:00:00,PZP17-1,238.0
2023-01-02 00:00:00,PZP17-2,71.5975
2023-01-02 00:00:00,PZP19-1,96.6525
2023-01-02 00:00:00,PZP19-2,21.67
2023-01-02 00:00:00,PZP21,47.6225
2023-01-02 00:00:00,PZP22-1,70.58
2023-01-02 00:00:00,PZP22-2,69.35
2023-01-02 00:00:00,PZP23-1,129.675
2023-01-02 00:00:00,PZP23-2,71.5825
2023-01-02 00:00:00,PZP24-1,94.96
2023-01-02 00:00:00,PZP24-2,38.6475
2023-01-02 00:00:00,PZP25-1,239.0
2023-01-02 00:00:00,PZP25-2,100.0
2023-01-02 00:00:00,PZP26-1,113.0
2023-01-02 00:00:00,PZP26-2,65.2075
2023-01-02 00:00:00,PZP27-1,222.69
2023-01-02 00:00:00,PZP27-2,167.505
2023-01-02 00:00:00,PZP28-1,167.5
2023-01-02 00:00:00,PZP28-2,79.1
2023-01-02 00:00:00,PZP29,50.1975
2023-01-02 00:00:00,PZP3,5.62
2023-01-02 00:00:00,PZP30-1,173.0
2023-01-02 00:00:00,PZP30-2,69.93
2023-01-02 00:00:00,PZP31,45.0625
2023-01-02 00:00:00,PZP32-1,165.0
2023-01-02 00:00:00,PZP32-2,98.955
2023-01-02 00:00:00,PZP33-1,206.44
2023-01-02 00:00:00,PZP33-2,142.0
2023-01-02 00:00:00,PZP34-1,72.3375
2023-01-02 00:00:00,PZP34-2,55.8725
2023-01-02 00:00:00,PZP35-1,105.0
2023-01-02 00:00:00,PZP35-2,81.49
2023-01-02 00:00:00,PZP36,23.26
2023-01-02 00:00:00,PZP37,5.8825
2023-01-02 00:00:00,PZP38,19.975
2023-01-02 00:00:00,PZP4-1,23.53
2023-01-02 00:00:00,PZP4-2,67.0325
2023-01-02 00:00:00,PZP40,53.185
2023-01-02 00:00:00,PZP5,32.18
2023-01-02 00:00:00,PZP6,107.6
2023-01-02 00:00:00,PZP7,14.6975
2023-01-02 00:00:00,PZP9,-5.715
2023-01-02 00:00:00,SBR2,-731.51
2023-01-02 00:00:00,SBR3,234.795
2023-01-02 00:00:00,SBR5,1290.0
2023-01-03 00:00:00,15.jan,12.075
2023-01-03 00:00:00,15.feb,15.525
2023-01-03 00:00:00,190,852.95
2023-01-03 00:00:00,362-1,301.3
2023-01-03 00:00:00,362-2,187.5
2023-01-03 00:00:00,571-1,46.95
2023-01-03 00:00:00,571-2,32.775
2023-01-03 00:00:00,580-1,190.95
2023-01-03 00:00:00,580-2,22.625
2023-01-03 00:00:00,712-1,37.35
2023-01-03 00:00:00,712-2,127.975
2023-01-03 00:00:00,922,21.1
2023-01-03 00:00:00,941,22.25
2023-01-03 00:00:00,B10,209.9
2023-01-03 00:00:00,B9N,203.4
2023-01-03 00:00:00,B9Ø,147.6
2023-01-03 00:00:00,HB-3720,101.4
2023-01-03 00:00:00,HB-3820,92.1
2023-01-03 00:00:00,HB-4120,131.125
2023-01-03 00:00:00,HB-4220,101.3
2023-01-03 00:00:00,HB-4320,162.075
2023-01-03 00:00:00,HB-4620,126.225
2023-01-03 00:00:00,HB-4720,132.05
2023-01-03 00:00:00,HB-5121,1709.925
2023-01-03 00:00:00,HB-5122,138.275
2023-01-03 00:00:00,K-1420,88.35
2023-01-03 00:00:00,K-1520,87.225
2023-01-03 00:00:00,K-1620,148.05
2023-01-03 00:00:00,K-1720,67.95
2023-01-03 00:00:00,K-1820,87.2
2023-01-03 00:00:00,K-1920,56.725
2023-01-03 00:00:00,K-2020,111.425
2023-01-03 00:00:00,K-2120,143.15
2023-01-03 00:00:00,K-2220,78.35
2023-01-03 00:00:00,K-2320,101.3
2023-01-03 00:00:00,K-2620,69.875
2023-01-03 00:00:00,L0P,11.9
2023-01-03 00:00:00,L3P,11.25
2023-01-03 00:00:00,PZ-2203-1,10.55
2023-01-03 00:00:00,PZ-2203-2,125.325
2023-01-03 00:00:00,PZ-2207-1,135.075
2023-01-03 00:00:00,PZ-2207-2,57.6
2023-01-03 00:00:00,PZ-3020-1,-90797.6
2023-01-03 00:00:00,PZ-3020-2,130.475
2023-01-03 00:00:00,PZ-3047-1,164.65
2023-01-03 00:00:00,PZ-3103-2,26.8
2023-01-03 00:00:00,PZ-3112-1,30.7
2023-01-03 00:00:00,PZ-3112-2,19.45
2023-01-03 00:00:00,PZ-3124-1,103.85
2023-01-03 00:00:00,PZ-3124-2,57.55
2023-01-03 00:00:00,PZ-3129-1,42.125
2023-01-03 00:00:00,PZ-3129-2,28.825
2023-01-03 00:00:00,PZ-4004-1,-611.4
2023-01-03 00:00:00,PZ-4004-2,13.55
2023-01-03 00:00:00,PZ-4015-1,6.275
2023-01-03 00:00:00,PZ-4015-2,-47.6
2023-01-03 00:00:00,PZ-4019-1,189.675
2023-01-03 00:00:00,PZ-4019-2,16.275
2023-01-03 00:00:00,PZ-4028-1,339.825
2023-01-03 00:00:00,PZ-4028-2,166.95
2023-01-03 00:00:00,PZ-4031-1,129.625
2023-01-03 00:00:00,PZ-4031-2,59.325
2023-01-03 00:00:00,PZ-4035-1,105.55
2023-01-03 00:00:00,PZ-4035-2,27.8
2023-01-03 00:00:00,PZ-5001-1,72.425
2023-01-03 00:00:00,PZ-5001-2,31.625
2023-01-03 00:00:00,PZ-5002-1,172.35
2023-01-03 00:00:00,PZ-5002-2,78.65
2023-01-03 00:00:00,PZ-5003,204.15
2023-01-03 00:00:00,PZ-5004-1,293.475
2023-01-03 00:00:00,PZ-5004-2,129.0
2023-01-03 00:00:00,PZ-5010-1,449.675
2023-01-03 00:00:00,PZ-5010-2,74.45
2023-01-03 00:00:00,PZ-6030-1,87.375
2023-01-03 00:00:00,PZ-6030-2,34.35
2023-01-03 00:00:00,PZ-6033-1,97.675
2023-01-03 00:00:00,PZ-6033-2,25.225
2023-01-03 00:00:00,PZ-9004,26.95
2023-01-03 00:00:00,PZ-9005,317.325
